Format Version,1.23,Take Name,Take 2023-05-09 06.27.02 PM_021,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2023-05-09 06.43.53.781 오후,Capture Start Frame,588043,Total Frames in Take,489,Total Exported Frames,489,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,c-arm,c-arm,c-arm,c-arm,c-arm,c-arm,c-arm,c-arm,"c-arm:Marker1","c-arm:Marker1","c-arm:Marker1","c-arm:Marker1","c-arm:Marker2","c-arm:Marker2","c-arm:Marker2","c-arm:Marker2","c-arm:Marker3","c-arm:Marker3","c-arm:Marker3","c-arm:Marker3","c-arm:Marker4","c-arm:Marker4","c-arm:Marker4","c-arm:Marker4",test1,test1,test1,test1,test1,test1,test1,test1,"test1:Marker1","test1:Marker1","test1:Marker1","test1:Marker1","test1:Marker2","test1:Marker2","test1:Marker2","test1:Marker2","test1:Marker3","test1:Marker3","test1:Marker3","test1:Marker3","test1:Marker4","test1:Marker4","test1:Marker4","test1:Marker4","test1:Marker5","test1:Marker5","test1:Marker5","test1:Marker5","test1:Marker6","test1:Marker6","test1:Marker6","test1:Marker6","test1:Marker7","test1:Marker7","test1:Marker7","test1:Marker7",Unlabeled 1507,Unlabeled 1507,Unlabeled 1507,c-arm:Marker1,c-arm:Marker1,c-arm:Marker1,c-arm:Marker2,c-arm:Marker2,c-arm:Marker2,c-arm:Marker3,c-arm:Marker3,c-arm:Marker3,c-arm:Marker4,c-arm:Marker4,c-arm:Marker4,test1:Marker1,test1:Marker1,test1:Marker1,test1:Marker2,test1:Marker2,test1:Marker2,test1:Marker3,test1:Marker3,test1:Marker3,test1:Marker4,test1:Marker4,test1:Marker4,test1:Marker5,test1:Marker5,test1:Marker5,test1:Marker6,test1:Marker6,test1:Marker6,test1:Marker7,test1:Marker7,test1:Marker7
,ID,"BE1BCB5ACDF511ED1C21E954A5007A9C","BE1BCB5ACDF511ED1C21E954A5007A9C","BE1BCB5ACDF511ED1C21E954A5007A9C","BE1BCB5ACDF511ED1C21E954A5007A9C","BE1BCB5ACDF511ED1C21E954A5007A9C","BE1BCB5ACDF511ED1C21E954A5007A9C","BE1BCB5ACDF511ED1C21E954A5007A9C","BE1BCB5ACDF511ED1C21E954A5007A9C","BE1BCB5ACDF511ED1C21E954A5007A9C","BE1BCB5ACDF511ED1C21E954A5007A9C","BE1BCB5ACDF511ED1C21E954A5007A9C","BE1BCB5ACDF511ED1C21E954A5007A9C","BE1BCB5ACDF511ED1C21E954A5007A9C","BE1BCB5ACDF511ED1C21E954A5007A9C","BE1BCB5ACDF511ED1C21E954A5007A9C","BE1BCB5ACDF511ED1C21E954A5007A9C","BE1BCB5ACDF511ED1C21E954A5007A9C","BE1BCB5ACDF511ED1C21E954A5007A9C","BE1BCB5ACDF511ED1C21E954A5007A9C","BE1BCB5ACDF511ED1C21E954A5007A9C","BE1BCB5ACDF511ED1C21E954A5007A9C","BE1BCB5ACDF511ED1C21E954A5007A9C","BE1BCB5ACDF511ED1C21E954A5007A9C","BE1BCB5ACDF511ED1C21E954A5007A9C","D6DE4FA8EE4A11ED1C21E954A500979C","D6DE4FA8EE4A11ED1C21E954A500979C","D6DE4FA8EE4A11ED1C21E954A500979C","D6DE4FA8EE4A11ED1C21E954A500979C","D6DE4FA8EE4A11ED1C21E954A500979C","D6DE4FA8EE4A11ED1C21E954A500979C","D6DE4FA8EE4A11ED1C21E954A500979C","D6DE4FA8EE4A11ED1C21E954A500979C","D6DE4FA8EE4A11ED1C21E954A500979C","D6DE4FA8EE4A11ED1C21E954A500979C","D6DE4FA8EE4A11ED1C21E954A500979C","D6DE4FA8EE4A11ED1C21E954A500979C","D6DE4FA8EE4A11ED1C21E954A500979C","D6DE4FA8EE4A11ED1C21E954A500979C","D6DE4FA8EE4A11ED1C21E954A500979C","D6DE4FA8EE4A11ED1C21E954A500979C","D6DE4FA8EE4A11ED1C21E954A500979C","D6DE4FA8EE4A11ED1C21E954A500979C","D6DE4FA8EE4A11ED1C21E954A500979C","D6DE4FA8EE4A11ED1C21E954A500979C","D6DE4FA8EE4A11ED1C21E954A500979C","D6DE4FA8EE4A11ED1C21E954A500979C","D6DE4FA8EE4A11ED1C21E954A500979C","D6DE4FA8EE4A11ED1C21E954A500979C","D6DE4FA8EE4A11ED1C21E954A500979C","D6DE4FA8EE4A11ED1C21E954A500979C","D6DE4FA8EE4A11ED1C21E954A500979C","D6DE4FA8EE4A11ED1C21E954A500979C","D6DE4FA8EE4A11ED1C21E954A500979C","D6DE4FA8EE4A11ED1C21E954A500979C","D6DE4FA8EE4A11ED1C21E954A500979C","D6DE4FA8EE4A11ED1C21E954A500979C","D6DE4FA8EE4A11ED1C21E954A500979C","D6DE4FA8EE4A11ED1C21E954A500979C","D6DE4FA8EE4A11ED1C21E954A500979C","D6DE4FA8EE4A11ED1C21E954A500979C","C9020","C9020","C9020","C89A0","C89A0","C89A0","C8740","C8740","C8740","C8970","C8970","C8970","C8770","C8770","C8770","C8950","C8950","C8950","C89C0","C89C0","C89C0","C8980","C8980","C8980","C89B0","C89B0","C89B0","C88E0","C88E0","C88E0","C8930","C8930","C8930","C8960","C8960","C8960"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Mean Marker Error,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Mean Marker Error,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,W,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,0.723034,0.689324,0.023775,0.038575,0.122436,0.467110,-0.523536,0.001063,0.026259,0.491026,-0.532891,0.901938,0.165643,0.499737,-0.520011,0.797375,0.112245,0.435491,-0.521955,0.658122,0.185596,0.442187,-0.519287,0.691982,-0.020442,0.311044,-0.239550,-0.919483,0.039504,0.276372,-0.409054,0.001100,0.078104,0.266105,-0.418357,0.924187,-0.016529,0.246765,-0.463435,0.968608,0.014560,0.279223,-0.408340,0.836834,0.093542,0.292005,-0.378218,0.735704,0.046152,0.303031,-0.366946,0.893529,-0.017653,0.306524,-0.369714,0.976792,0.078447,0.241067,-0.458623,0.894008,0.006999,0.583505,-0.473483,0.026417,0.490880,-0.532563,0.165466,0.499503,-0.519256,0.112266,0.436055,-0.523201,0.185484,0.442376,-0.520499,0.078177,0.266200,-0.418078,-0.016620,0.246759,-0.463522,0.014651,0.279037,-0.407721,0.093688,0.292204,-0.379246,0.045952,0.302893,-0.366596,-0.017723,0.306559,-0.369764,0.078438,0.240861,-0.458253
1,0.008333,0.723047,0.689337,0.023015,0.038570,0.122423,0.467123,-0.523623,0.001055,0.026237,0.491035,-0.532896,0.899930,0.165635,0.499751,-0.520180,0.809219,0.112232,0.435506,-0.521998,0.667842,0.185586,0.442200,-0.519418,0.694698,-0.020492,0.311090,-0.239513,-0.919476,0.039505,0.276375,-0.409060,0.001100,0.078106,0.266108,-0.418361,0.921685,-0.016525,0.246778,-0.463449,0.967669,0.014561,0.279227,-0.408346,0.829602,0.093542,0.292002,-0.378218,0.732846,0.046151,0.303028,-0.366948,0.897257,-0.017653,0.306524,-0.369719,0.972052,0.078451,0.241076,-0.458631,0.891175,0.006995,0.583508,-0.473489,0.026415,0.490894,-0.532566,0.165429,0.499516,-0.519484,0.112250,0.436053,-0.523209,0.185488,0.442400,-0.520619,0.078179,0.266209,-0.418074,-0.016614,0.246770,-0.463542,0.014648,0.279025,-0.407701,0.093689,0.292200,-0.379257,0.045948,0.302889,-0.366618,-0.017717,0.306578,-0.369793,0.078438,0.240868,-0.458248
2,0.016667,0.723086,0.689274,0.024033,0.038357,0.122423,0.467114,-0.523558,0.001052,0.026250,0.491047,-0.532904,0.899930,0.165633,0.499733,-0.520008,0.809219,0.112229,0.435495,-0.521999,0.667842,0.185580,0.442180,-0.519321,0.694698,-0.020536,0.311084,-0.239522,-0.919475,0.039506,0.276378,-0.409067,0.001101,0.078107,0.266113,-0.418370,0.921685,-0.016524,0.246782,-0.463456,0.967669,0.014562,0.279229,-0.408353,0.829602,0.093544,0.292005,-0.378225,0.732846,0.046153,0.303028,-0.366953,0.897257,-0.017652,0.306521,-0.369722,0.972052,0.078452,0.241084,-0.458641,0.891175,0.006993,0.583494,-0.473478,0.026406,0.490899,-0.532570,0.165466,0.499499,-0.519255,0.112229,0.436034,-0.523194,0.185484,0.442377,-0.520518,0.078185,0.266216,-0.418093,-0.016615,0.246770,-0.463514,0.014643,0.279015,-0.407686,0.093686,0.292215,-0.379309,0.045961,0.302897,-0.366613,-0.017730,0.306560,-0.369765,0.078435,0.240882,-0.458290
3,0.025000,0.723116,0.689249,0.023196,0.038735,0.122421,0.467108,-0.523607,0.001050,0.026246,0.491041,-0.532927,0.908310,0.165639,0.499726,-0.520142,0.769106,0.112223,0.435493,-0.521987,0.680405,0.185578,0.442171,-0.519371,0.678222,-0.020447,0.311068,-0.239552,-0.919474,0.039504,0.276375,-0.409070,0.001100,0.078106,0.266108,-0.418371,0.925686,-0.016525,0.246768,-0.463455,0.966068,0.014560,0.279225,-0.408357,0.830922,0.093542,0.292008,-0.378231,0.729800,0.046150,0.303033,-0.366961,0.895229,-0.017654,0.306525,-0.369732,0.973945,0.078451,0.241072,-0.458638,0.882220,0.007004,0.583509,-0.473499,0.026408,0.490907,-0.532626,0.165466,0.499452,-0.519277,0.112225,0.436020,-0.523152,0.185485,0.442401,-0.520634,0.078181,0.266215,-0.418104,-0.016615,0.246771,-0.463556,0.014646,0.279026,-0.407716,0.093684,0.292214,-0.379282,0.045956,0.302895,-0.366616,-0.017725,0.306567,-0.369796,0.078441,0.240845,-0.458225
4,0.033333,0.723000,0.689389,0.023644,0.038140,0.122434,0.467126,-0.523593,0.001063,0.026247,0.491031,-0.532861,0.908310,0.165639,0.499757,-0.520088,0.769106,0.112250,0.435504,-0.522018,0.680405,0.185602,0.442210,-0.519405,0.678222,-0.020438,0.311080,-0.239555,-0.919470,0.039504,0.276377,-0.409070,0.001103,0.078105,0.266110,-0.418370,0.925686,-0.016524,0.246770,-0.463456,0.966068,0.014560,0.279227,-0.408358,0.830922,0.093540,0.292010,-0.378229,0.729800,0.046148,0.303035,-0.366961,0.895229,-0.017657,0.306528,-0.369734,0.973945,0.078452,0.241073,-0.458636,0.882220,0.006994,0.583501,-0.473534,0.026405,0.490899,-0.532594,0.165455,0.499524,-0.519352,0.112279,0.436054,-0.523202,0.185496,0.442391,-0.520593,0.078183,0.266197,-0.418037,-0.016615,0.246766,-0.463548,0.014645,0.279036,-0.407743,0.093684,0.292216,-0.379288,0.045950,0.302906,-0.366655,-0.017726,0.306566,-0.369778,0.078441,0.240863,-0.458267
5,0.041667,0.723090,0.689279,0.023400,0.038571,0.122422,0.467107,-0.523604,0.001053,0.026244,0.491035,-0.532918,0.924989,0.165636,0.499728,-0.520120,0.778477,0.112226,0.435491,-0.522002,0.673236,0.185580,0.442175,-0.519377,0.715099,-0.020453,0.311081,-0.239536,-0.919474,0.039503,0.276371,-0.409059,0.001099,0.078104,0.266104,-0.418360,0.921852,-0.016527,0.246768,-0.463446,0.967821,0.014559,0.279223,-0.408346,0.840343,0.093540,0.292002,-0.378218,0.741089,0.046149,0.303028,-0.366949,0.897140,-0.017656,0.306523,-0.369721,0.978592,0.078449,0.241068,-0.458627,0.899350,0.006998,0.583510,-0.473554,0.026386,0.490922,-0.532679,0.165470,0.499460,-0.519292,0.112249,0.436022,-0.523196,0.185488,0.442371,-0.520496,0.078181,0.266206,-0.418074,-0.016611,0.246763,-0.463542,0.014642,0.279034,-0.407742,0.093689,0.292191,-0.379226,0.045951,0.302889,-0.366616,-0.017728,0.306559,-0.369749,0.078434,0.240870,-0.458277
