Format Version,1.23,Take Name,Take 2023-05-09 06.27.02 PM_009,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2023-05-09 06.33.52.381 오후,Capture Start Frame,515868,Total Frames in Take,535,Total Exported Frames,535,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
129,1.075000,0.623971,0.779145,0.028380,0.052798,0.007201,0.622837,-0.572668,0.000944,-0.091586,0.620290,-0.584670,0.945083,0.040175,0.665785,-0.569215,0.766530,0.005660,0.589694,-0.570375,0.709596,0.074556,0.615578,-0.566411,0.682719,-0.020571,0.311090,-0.240032,-0.919339,0.039446,0.276339,-0.408837,0.001097,0.078058,0.266111,-0.418134,0.930103,-0.016549,0.246672,-0.463225,0.962644,0.014499,0.279164,-0.408126,0.865780,0.093464,0.292029,-0.377994,0.792782,0.046061,0.303006,-0.366729,0.906890,-0.017747,0.306433,-0.369506,0.979747,0.078433,0.241073,-0.458399,0.907201,-0.134051,0.673406,-0.528852,,,,,,,,,,,,,-0.091371,0.620244,-0.584659,0.040097,0.665553,-0.568314,0.005656,0.590028,-0.571488,0.074439,0.615744,-0.567664,0.078136,0.266221,-0.417889,-0.016641,0.246676,-0.463343,0.014591,0.279008,-0.407621,0.093585,0.292157,-0.378804,0.045873,0.302890,-0.366429,-0.017806,0.306468,-0.369549,0.078415,0.240885,-0.458080
130,1.083333,0.623911,0.779213,0.029375,0.051961,0.007191,0.622847,-0.572703,0.000937,-0.091595,0.620299,-0.584705,0.951196,0.040151,0.665798,-0.569142,0.768582,0.005661,0.589697,-0.570496,0.706336,0.074549,0.615594,-0.566469,0.704716,-0.020407,0.311068,-0.240084,-0.919337,0.039447,0.276340,-0.408830,0.001096,0.078060,0.266109,-0.418122,0.928528,-0.016546,0.246655,-0.463210,0.954390,0.014500,0.279166,-0.408121,0.868061,0.093464,0.292041,-0.377990,0.792128,0.046060,0.303022,-0.366731,0.903169,-0.017748,0.306448,-0.369511,0.981703,0.078436,0.241057,-0.458379,0.908133,-0.134058,0.673405,-0.528794,,,,,,,,,,,,,-0.091413,0.620249,-0.584656,0.040083,0.665562,-0.568249,0.005675,0.590034,-0.571621,0.074435,0.615751,-0.567634,0.078142,0.266224,-0.417874,-0.016631,0.246672,-0.463370,0.014589,0.279005,-0.407627,0.093583,0.292165,-0.378804,0.045869,0.302899,-0.366418,-0.017796,0.306488,-0.369550,0.078418,0.240874,-0.458060
131,1.091667,0.623935,0.779174,0.028654,0.052650,0.007198,0.622834,-0.572651,0.000948,-0.091587,0.620282,-0.584665,0.944838,0.040165,0.665785,-0.569169,0.764695,0.005661,0.589690,-0.570378,0.712766,0.074553,0.615580,-0.566391,0.679301,-0.020625,0.311077,-0.240055,-0.919336,0.039449,0.276330,-0.408821,0.001095,0.078062,0.266106,-0.418121,0.925256,-0.016546,0.246663,-0.463208,0.960327,0.014502,0.279153,-0.408108,0.855600,0.093468,0.292022,-0.377979,0.785613,0.046064,0.302994,-0.366711,0.913459,-0.017745,0.306417,-0.369484,0.970442,0.078436,0.241071,-0.458388,0.899156,-0.134070,0.673386,-0.528675,,,,,,,,,,,,,-0.091371,0.620239,-0.584667,0.040085,0.665548,-0.568261,0.005656,0.590022,-0.571478,0.074438,0.615751,-0.567657,0.078133,0.266211,-0.417850,-0.016636,0.246668,-0.463338,0.014591,0.278987,-0.407563,0.093588,0.292159,-0.378817,0.045876,0.302879,-0.366444,-0.017796,0.306470,-0.369577,0.078422,0.240875,-0.458036
132,1.100000,0.624001,0.779104,0.027908,0.053294,0.007193,0.622837,-0.572623,0.000946,-0.091592,0.620292,-0.584640,0.943203,0.040173,0.665784,-0.569222,0.760937,0.005645,0.589697,-0.570286,0.728396,0.074545,0.615574,-0.566343,0.675845,-0.020523,0.311017,-0.240064,-0.919357,0.039451,0.276355,-0.408864,0.001093,0.078063,0.266126,-0.418165,0.916698,-0.016550,0.246679,-0.463241,0.967936,0.014504,0.279179,-0.408151,0.854580,0.093473,0.292050,-0.378030,0.735226,0.046071,0.303028,-0.366761,0.893877,-0.017738,0.306453,-0.369530,0.982504,0.078433,0.241082,-0.458426,0.902881,-0.134066,0.673392,-0.528734,,,,,,,,,,,,,-0.091372,0.620251,-0.584678,0.040086,0.665557,-0.568297,0.005642,0.590025,-0.571322,0.074432,0.615735,-0.567625,0.078131,0.266206,-0.417849,-0.016635,0.246675,-0.463337,0.014588,0.279006,-0.407602,0.093617,0.292250,-0.379060,0.045870,0.302891,-0.366413,-0.017800,0.306484,-0.369543,0.078424,0.240895,-0.458086
133,1.108333,0.623928,0.779180,0.029236,0.052319,0.007198,0.622841,-0.572659,0.000943,-0.091584,0.620295,-0.584698,0.945121,0.040161,0.665790,-0.569114,0.778945,0.005664,0.589693,-0.570431,0.707760,0.074553,0.615585,-0.566395,0.691911,-0.020498,0.311091,-0.240061,-0.919333,0.039445,0.276342,-0.408842,0.001097,0.078058,0.266114,-0.418136,0.925296,-0.016547,0.246667,-0.463228,0.959538,0.014498,0.279168,-0.408133,0.866897,0.093462,0.292038,-0.377999,0.782429,0.046058,0.303016,-0.366738,0.903804,-0.017750,0.306442,-0.369518,0.978306,0.078434,0.241069,-0.458398,0.907126,-0.134064,0.673388,-0.528728,,,,,,,,,,,,,-0.091376,0.620245,-0.584651,0.040088,0.665565,-0.568262,0.005661,0.590024,-0.571552,0.074436,0.615747,-0.567611,0.078135,0.266220,-0.417868,-0.016634,0.246673,-0.463365,0.014589,0.279019,-0.407630,0.093584,0.292176,-0.378850,0.045872,0.302889,-0.366426,-0.017806,0.306481,-0.369572,0.078418,0.240881,-0.458077
134,1.116667,0.623984,0.779105,0.028208,0.053333,0.007195,0.622840,-0.572643,0.000948,-0.091584,0.620294,-0.584704,0.944418,0.040172,0.665788,-0.569210,0.751209,0.005649,0.589699,-0.570321,0.738117,0.074545,0.615579,-0.566337,0.671541,-0.020568,0.311000,-0.240074,-0.919359,0.039454,0.276358,-0.408888,0.001093,0.078065,0.266133,-0.418191,0.911542,-0.016548,0.246684,-0.463263,0.968698,0.014507,0.279182,-0.408173,0.849378,0.093477,0.292054,-0.378055,0.732347,0.046074,0.303029,-0.366783,0.905765,-0.017734,0.306452,-0.369548,0.979781,0.078434,0.241091,-0.458454,0.900538,-0.134061,0.673392,-0.528774,,,,,,,,,,,,,-0.091372,0.620256,-0.584759,0.040088,0.665553,-0.568247,0.005640,0.590020,-0.571318,0.074442,0.615745,-0.567636,0.078130,0.266205,-0.417851,-0.016639,0.246674,-0.463349,0.014596,0.279011,-0.407602,0.093615,0.292255,-0.379098,0.045879,0.302907,-0.366485,-0.017800,0.306486,-0.369582,0.078423,0.240899,-0.458106
135,1.125000,0.623892,0.779231,0.028901,0.052176,0.007196,0.622839,-0.572650,0.000947,-0.091594,0.620280,-0.584624,0.940955,0.040156,0.665793,-0.569140,0.776591,0.005666,0.589692,-0.570409,0.720842,0.074555,0.615592,-0.566426,0.692625,-0.020558,0.311075,-0.240062,-0.919337,0.039447,0.276340,-0.408844,0.001092,0.078060,0.266113,-0.418141,0.927201,-0.016547,0.246668,-0.463229,0.963965,0.014500,0.279164,-0.408133,0.857484,0.093465,0.292034,-0.378003,0.786617,0.046062,0.303009,-0.366737,0.914082,-0.017747,0.306433,-0.369513,0.975078,0.078435,0.241073,-0.458405,0.909231,-0.134062,0.673393,-0.528742,,,,,,,,,,,,,-0.091366,0.620237,-0.584667,0.040082,0.665564,-0.568279,0.005656,0.590025,-0.571474,0.074436,0.615747,-0.567640,0.078135,0.266223,-0.417882,-0.016637,0.246670,-0.463342,0.014590,0.278993,-0.407596,0.093584,0.292169,-0.378837,0.045875,0.302899,-0.366470,-0.017802,0.306480,-0.369581,0.078416,0.240890,-0.458092
136,1.133333,0.623951,0.779165,0.028294,0.052785,0.007193,0.622835,-0.572706,0.000939,-0.091595,0.620282,-0.584695,0.940955,0.040165,0.665785,-0.569263,0.776591,0.005654,0.589692,-0.570409,0.720842,0.074549,0.615580,-0.566456,0.692625,-0.020485,0.311083,-0.240020,-0.919347,0.039447,0.276341,-0.408825,0.001092,0.078059,0.266108,-0.418120,0.927201,-0.016549,0.246670,-0.463210,0.963965,0.014500,0.279168,-0.408115,0.857484,0.093466,0.292031,-0.377983,0.786617,0.046063,0.303014,-0.366721,0.914082,-0.017745,0.306446,-0.369500,0.975078,0.078432,0.241064,-0.458381,0.909231,-0.134056,0.673384,-0.528752,,,,,,,,,,,,,-0.091407,0.620238,-0.584699,0.040092,0.665545,-0.568315,0.005659,0.590024,-0.571491,0.074444,0.615741,-0.567657,0.078132,0.266214,-0.417866,-0.016634,0.246687,-0.463353,0.014584,0.278986,-0.407583,0.093584,0.292163,-0.378804,0.045882,0.302905,-0.366441,-0.017796,0.306489,-0.369552,0.078420,0.240887,-0.458071
137,1.141667,0.623910,0.779247,0.028229,0.052084,0.007212,0.622838,-0.572733,0.000942,-0.091590,0.620275,-0.584607,0.951704,0.040179,0.665793,-0.569296,0.754874,0.005682,0.589693,-0.570460,0.717169,0.074577,0.615592,-0.566569,0.695971,-0.020551,0.310968,-0.240099,-0.919363,0.039449,0.276354,-0.408869,0.001095,0.078061,0.266129,-0.418174,0.928924,-0.016554,0.246674,-0.463240,0.957971,0.014502,0.279176,-0.408153,0.857929,0.093473,0.292053,-0.378040,0.790089,0.046071,0.303027,-0.366766,0.912349,-0.017738,0.306447,-0.369529,0.978819,0.078429,0.241085,-0.458435,0.910624,-0.134051,0.673386,-0.528781,,,,,,,,,,,,,-0.091364,0.620240,-0.584680,0.040095,0.665546,-0.568311,0.005654,0.590008,-0.571449,0.074480,0.615778,-0.567922,0.078135,0.266225,-0.417878,-0.016640,0.246680,-0.463365,0.014586,0.278994,-0.407573,0.093613,0.292246,-0.379050,0.045876,0.302890,-0.366435,-0.017802,0.306477,-0.369538,0.078419,0.240888,-0.458089
138,1.150000,0.623881,0.779299,0.028860,0.051318,0.007219,0.622835,-0.572745,0.000932,-0.091587,0.620273,-0.584584,0.940080,0.040178,0.665790,-0.569238,0.745387,0.005697,0.589685,-0.570535,0.740273,0.074588,0.615592,-0.566622,0.657662,-0.020542,0.311095,-0.240031,-0.919338,0.039448,0.276343,-0.408840,0.001096,0.078060,0.266115,-0.418136,0.920101,-0.016546,0.246675,-0.463228,0.962032,0.014501,0.279169,-0.408130,0.846771,0.093466,0.292034,-0.377996,0.740712,0.046062,0.303012,-0.366733,0.897966,-0.017746,0.306441,-0.369511,0.982076,0.078435,0.241074,-0.458400,0.900388,-0.134053,0.673387,-0.528798,0.078253,0.751721,-0.559933,,,,,,,,,,-0.091358,0.620240,-0.584690,0.040098,0.665538,-0.568301,0.005688,0.590020,-0.571561,0.074478,0.615762,-0.567898,0.078139,0.266220,-0.417876,-0.016636,0.246679,-0.463361,0.014590,0.279017,-0.407616,0.093593,0.292150,-0.378779,0.045868,0.302894,-0.366434,-0.017798,0.306492,-0.369605,0.078416,0.240894,-0.458088
139,1.158333,0.623977,0.779137,0.028315,0.052881,0.007211,0.622821,-0.572660,0.000945,-0.091575,0.620275,-0.584667,0.936195,0.040186,0.665769,-0.569215,0.756495,0.005669,0.589678,-0.570361,0.730242,0.074566,0.615561,-0.566399,0.677149,-0.020440,0.311062,-0.240060,-0.919344,0.039449,0.276338,-0.408824,0.001096,0.078061,0.266107,-0.418118,0.927218,-0.016547,0.246659,-0.463204,0.959853,0.014502,0.279165,-0.408114,0.864258,0.093467,0.292035,-0.377984,0.799826,0.046064,0.303017,-0.366723,0.906079,-0.017744,0.306445,-0.369501,0.970353,0.078435,0.241058,-0.458376,0.909799,-0.134057,0.673381,-0.528725,,,,,,,,,,,,,-0.091357,0.620228,-0.584658,0.040106,0.665541,-0.568321,0.005667,0.590016,-0.571483,0.074446,0.615724,-0.567654,0.078140,0.266218,-0.417870,-0.016635,0.246676,-0.463377,0.014591,0.279007,-0.407586,0.093586,0.292165,-0.378808,0.045876,0.302889,-0.366405,-0.017794,0.306484,-0.369550,0.078422,0.240871,-0.458048
140,1.166667,0.623911,0.779264,0.028329,0.051773,0.007227,0.622835,-0.572766,0.000932,-0.091579,0.620273,-0.584607,0.944116,0.040193,0.665789,-0.569318,0.768588,0.005699,0.589688,-0.570511,0.706969,0.074594,0.615588,-0.566631,0.682175,-0.020583,0.310998,-0.240108,-0.919350,0.039450,0.276353,-0.408882,0.001094,0.078063,0.266130,-0.418185,0.929228,-0.016550,0.246674,-0.463258,0.951279,0.014503,0.279174,-0.408167,0.860429,0.093472,0.292053,-0.378050,0.789317,0.046069,0.303024,-0.366777,0.902273,-0.017740,0.306441,-0.369542,0.979977,0.078434,0.241089,-0.458449,0.905496,-0.134052,0.673387,-0.528722,,,,,,,,,,,,,-0.091362,0.620235,-0.584653,0.040109,0.665531,-0.568306,0.005696,0.590033,-0.571602,0.074485,0.615770,-0.567977,0.078134,0.266230,-0.417878,-0.016633,0.246678,-0.463375,0.014589,0.278986,-0.407576,0.093614,0.292252,-0.379100,0.045869,0.302890,-0.366447,-0.017800,0.306481,-0.369581,0.078420,0.240876,-0.458059
141,1.175000,0.623898,0.779280,0.029078,0.051264,0.007235,0.622830,-0.572798,0.000937,-0.091569,0.620275,-0.584656,0.943506,0.040195,0.665782,-0.569267,0.738140,0.005712,0.589679,-0.570602,0.713793,0.074602,0.615582,-0.566665,0.659129,-0.020536,0.311091,-0.240050,-0.919335,0.039447,0.276343,-0.408844,0.001100,0.078060,0.266115,-0.418140,0.917236,-0.016546,0.246671,-0.463231,0.963946,0.014500,0.279168,-0.408134,0.843398,0.093465,0.292036,-0.378001,0.730345,0.046061,0.303013,-0.366738,0.897928,-0.017747,0.306439,-0.369516,0.979588,0.078436,0.241073,-0.458403,0.888896,-0.134044,0.673383,-0.528752,,,,,,,,,,,,,-0.091356,0.620231,-0.584659,0.040115,0.665537,-0.568335,0.005712,0.590023,-0.571724,0.074488,0.615753,-0.567932,0.078134,0.266238,-0.417894,-0.016633,0.246681,-0.463380,0.014591,0.279004,-0.407604,0.093587,0.292174,-0.378859,0.045871,0.302879,-0.366407,-0.017800,0.306480,-0.369559,0.078424,0.240886,-0.458086
142,1.183333,0.623984,0.779137,0.028544,0.052677,0.007217,0.622815,-0.572670,0.000942,-0.091569,0.620274,-0.584675,0.945543,0.040191,0.665762,-0.569200,0.758282,0.005676,0.589671,-0.570391,0.706564,0.074572,0.615553,-0.566415,0.679163,-0.020550,0.310985,-0.240074,-0.919364,0.039454,0.276352,-0.408887,0.001095,0.078065,0.266125,-0.418191,0.928843,-0.016549,0.246676,-0.463260,0.956642,0.014507,0.279176,-0.408171,0.859656,0.093478,0.292048,-0.378056,0.780495,0.046076,0.303024,-0.366783,0.898934,-0.017733,0.306447,-0.369547,0.980257,0.078433,0.241082,-0.458453,0.908024,-0.134049,0.673381,-0.528699,,,,,,,,,,,,,-0.091354,0.620225,-0.584656,0.040112,0.665540,-0.568333,0.005677,0.590011,-0.571522,0.074452,0.615705,-0.567626,0.078140,0.266205,-0.417862,-0.016638,0.246661,-0.463326,0.014591,0.279007,-0.407624,0.093617,0.292265,-0.379163,0.045874,0.302894,-0.366442,-0.017795,0.306477,-0.369564,0.078416,0.240878,-0.458079
143,1.191667,0.623977,0.779123,0.029819,0.052259,0.007228,0.622807,-0.572697,0.000937,-0.091547,0.620281,-0.584801,0.941909,0.040192,0.665750,-0.569088,0.793044,0.005690,0.589657,-0.570503,0.701720,0.074578,0.615539,-0.566397,0.683292,-0.020526,0.311079,-0.240055,-0.919338,0.039445,0.276341,-0.408832,0.001095,0.078057,0.266113,-0.418127,0.930611,-0.016549,0.246668,-0.463216,0.958349,0.014498,0.279166,-0.408121,0.845395,0.093463,0.292035,-0.377990,0.782838,0.046059,0.303013,-0.366726,0.916277,-0.017749,0.306439,-0.369503,0.978131,0.078432,0.241071,-0.458390,0.906003,-0.134044,0.673381,-0.528799,,,,,,,,,,,,,-0.091349,0.620227,-0.584693,0.040117,0.665519,-0.568296,0.005705,0.589994,-0.571647,0.074452,0.615710,-0.567646,0.078130,0.266232,-0.417887,-0.016635,0.246683,-0.463358,0.014586,0.278974,-0.407540,0.093582,0.292171,-0.378839,0.045875,0.302909,-0.366466,-0.017801,0.306481,-0.369559,0.078421,0.240883,-0.458064
144,1.200000,0.623883,0.779315,0.029216,0.050844,0.007240,0.622816,-0.572795,0.000928,-0.091569,0.620260,-0.584608,0.943044,0.040197,0.665770,-0.569249,0.757291,0.005722,0.589664,-0.570623,0.744429,0.074612,0.615571,-0.566701,0.664942,-0.020594,0.311121,-0.240011,-0.919333,0.039447,0.276337,-0.408821,0.001092,0.078059,0.266109,-0.418117,0.924562,-0.016546,0.246675,-0.463213,0.967728,0.014500,0.279162,-0.408110,0.852717,0.093464,0.292023,-0.377974,0.777474,0.046060,0.303000,-0.366710,0.916446,-0.017748,0.306429,-0.369490,0.973509,0.078435,0.241073,-0.458383,0.909902,-0.134040,0.673385,-0.528763,,,,,,,,,,,,,-0.091350,0.620222,-0.584658,0.040121,0.665531,-0.568312,0.005695,0.589969,-0.571598,0.074509,0.615757,-0.568024,0.078136,0.266201,-0.417840,-0.016633,0.246672,-0.463308,0.014587,0.278989,-0.407554,0.093582,0.292177,-0.378842,0.045878,0.302890,-0.366453,-0.017801,0.306476,-0.369568,0.078420,0.240892,-0.458072
145,1.208333,0.623921,0.779261,0.028176,0.051774,0.007234,0.622819,-0.572773,0.000938,-0.091575,0.620259,-0.584594,0.939405,0.040202,0.665773,-0.569341,0.738578,0.005705,0.589673,-0.570509,0.747609,0.074602,0.615572,-0.566648,0.650633,-0.020478,0.311063,-0.240060,-0.919343,0.039447,0.276336,-0.408829,0.001097,0.078059,0.266106,-0.418124,0.934822,-0.016548,0.246659,-0.463210,0.957402,0.014500,0.279161,-0.408118,0.855626,0.093466,0.292032,-0.377989,0.787886,0.046062,0.303011,-0.366726,0.909228,-0.017746,0.306438,-0.369503,0.982191,0.078433,0.241059,-0.458384,0.900655,-0.134046,0.673380,-0.528700,,,,,,,,,,,,,-0.091351,0.620223,-0.584679,0.040121,0.665526,-0.568328,0.005677,0.589986,-0.571469,0.074503,0.615761,-0.568029,0.078132,0.266226,-0.417905,-0.016639,0.246672,-0.463354,0.014592,0.278986,-0.407576,0.093594,0.292163,-0.378817,0.045875,0.302898,-0.366437,-0.017807,0.306469,-0.369522,0.078425,0.240865,-0.458037
146,1.216667,0.623873,0.779300,0.029467,0.051044,0.007239,0.622819,-0.572785,0.000933,-0.091563,0.620263,-0.584660,0.945401,0.040193,0.665772,-0.569212,0.761170,0.005719,0.589666,-0.570618,0.709693,0.074606,0.615574,-0.566649,0.678472,-0.020642,0.310994,-0.240088,-0.919356,0.039452,0.276350,-0.408865,0.001093,0.078064,0.266128,-0.418171,0.918503,-0.016550,0.246678,-0.463242,0.963977,0.014505,0.279171,-0.408148,0.844013,0.093475,0.292046,-0.378033,0.733234,0.046073,0.303016,-0.366757,0.898287,-0.017736,0.306434,-0.369519,0.981956,0.078433,0.241092,-0.458437,0.902735,-0.134036,0.673394,-0.528822,,,,,,,,,,,,,-0.091349,0.620221,-0.584657,0.040114,0.665525,-0.568293,0.005715,0.590004,-0.571729,0.074495,0.615750,-0.567918,0.078138,0.266222,-0.417868,-0.016633,0.246681,-0.463360,0.014587,0.278986,-0.407558,0.093614,0.292243,-0.379072,0.045876,0.302885,-0.366426,-0.017803,0.306453,-0.369497,0.078420,0.240899,-0.458100
147,1.225000,0.623897,0.779303,0.029501,0.050696,0.007236,0.622817,-0.572780,0.000936,-0.091572,0.620268,-0.584606,0.941754,0.040192,0.665768,-0.569203,0.756927,0.005717,0.589663,-0.570629,0.726666,0.074606,0.615568,-0.566682,0.674739,-0.020475,0.311066,-0.240065,-0.919341,0.039448,0.276344,-0.408837,0.001097,0.078060,0.266114,-0.418132,0.918265,-0.016547,0.246666,-0.463218,0.956615,0.014501,0.279169,-0.408126,0.860597,0.093466,0.292041,-0.377997,0.788896,0.046063,0.303020,-0.366734,0.907937,-0.017745,0.306447,-0.369511,0.974678,0.078435,0.241068,-0.458391,0.907298,-0.134038,0.673376,-0.528802,,,,,,,,,,,,,-0.091349,0.620226,-0.584658,0.040109,0.665534,-0.568263,0.005705,0.589994,-0.571671,0.074496,0.615734,-0.567967,0.078136,0.266211,-0.417828,-0.016637,0.246681,-0.463365,0.014591,0.279005,-0.407601,0.093589,0.292171,-0.378822,0.045873,0.302905,-0.366440,-0.017801,0.306491,-0.369584,0.078419,0.240879,-0.458072
148,1.233333,0.623951,0.779218,0.027957,0.052177,0.007228,0.622818,-0.572734,0.000942,-0.091577,0.620262,-0.584588,0.939866,0.040201,0.665770,-0.569326,0.739592,0.005694,0.589674,-0.570443,0.731003,0.074592,0.615566,-0.566579,0.658033,-0.020533,0.311051,-0.240040,-0.919351,0.039446,0.276344,-0.408840,0.001091,0.078058,0.266115,-0.418139,0.937354,-0.016552,0.246673,-0.463222,0.964539,0.014499,0.279170,-0.408128,0.855288,0.093466,0.292036,-0.378002,0.803652,0.046064,0.303015,-0.366735,0.906341,-0.017744,0.306443,-0.369508,0.976980,0.078429,0.241073,-0.458402,0.917865,-0.134020,0.673390,-0.528909,,,,,,,,,,,,,-0.091351,0.620225,-0.584662,0.040114,0.665521,-0.568319,0.005676,0.590003,-0.571467,0.074490,0.615746,-0.567931,0.078134,0.266253,-0.417944,-0.016643,0.246666,-0.463331,0.014590,0.278997,-0.407583,0.093589,0.292144,-0.378770,0.045874,0.302893,-0.366436,-0.017796,0.306491,-0.369568,0.078418,0.240904,-0.458120
149,1.241667,0.623928,0.779209,0.029431,0.051788,0.007225,0.622816,-0.572703,0.000937,-0.091564,0.620273,-0.584686,0.945789,0.040186,0.665765,-0.569135,0.788814,0.005695,0.589666,-0.570506,0.700534,0.074583,0.615560,-0.566485,0.703645,-0.020568,0.311055,-0.240076,-0.919340,0.039444,0.276340,-0.408833,0.001094,0.078057,0.266115,-0.418132,0.932593,-0.016551,0.246666,-0.463215,0.958874,0.014497,0.279163,-0.408120,0.857905,0.093463,0.292036,-0.377994,0.786564,0.046060,0.303009,-0.366726,0.907799,-0.017749,0.306431,-0.369499,0.983869,0.078431,0.241074,-0.458396,0.904834,-0.134046,0.673384,-0.528804,,,,,,,,,,,,,-0.091353,0.620229,-0.584665,0.040108,0.665541,-0.568324,0.005708,0.590005,-0.571654,0.074455,0.615714,-0.567653,0.078138,0.266230,-0.417902,-0.016643,0.246676,-0.463352,0.014588,0.278994,-0.407585,0.093583,0.292172,-0.378828,0.045871,0.302891,-0.366432,-0.017805,0.306460,-0.369511,0.078420,0.240885,-0.458065
150,1.250000,0.623902,0.779264,0.029176,0.051415,0.007231,0.622830,-0.572778,0.000937,-0.091569,0.620277,-0.584672,0.942430,0.040190,0.665782,-0.569237,0.755188,0.005706,0.589679,-0.570581,0.727546,0.074595,0.615581,-0.566621,0.667714,-0.020569,0.311103,-0.240031,-0.919335,0.039447,0.276341,-0.408831,0.001095,0.078060,0.266113,-0.418128,0.926936,-0.016546,0.246675,-0.463221,0.958371,0.014500,0.279166,-0.408121,0.863864,0.093465,0.292031,-0.377987,0.784800,0.046061,0.303008,-0.366723,0.901779,-0.017747,0.306435,-0.369501,0.974926,0.078435,0.241075,-0.458393,0.906177,-0.134015,0.673385,-0.528982,0.078242,0.751708,-0.559798,,,,,,,,,,-0.091348,0.620241,-0.584725,0.040105,0.665536,-0.568293,0.005697,0.590005,-0.571621,0.074486,0.615760,-0.567934,0.078138,0.266220,-0.417867,-0.016639,0.246682,-0.463359,0.014591,0.279007,-0.407608,0.093582,0.292168,-0.378828,0.045870,0.302879,-0.366405,-0.017798,0.306484,-0.369572,0.078419,0.240890,-0.458066
151,1.258333,0.623956,0.779169,0.027976,0.052847,0.007206,0.622817,-0.572617,0.000938,-0.091586,0.620262,-0.584575,0.942430,0.040181,0.665768,-0.569208,0.755188,0.005666,0.589676,-0.570301,0.727546,0.074564,0.615563,-0.566384,0.667714,-0.020488,0.311083,-0.240039,-0.919342,0.039445,0.276335,-0.408821,0.001095,0.078058,0.266104,-0.418116,0.926936,-0.016549,0.246662,-0.463206,0.958371,0.014499,0.279161,-0.408111,0.863864,0.093464,0.292027,-0.377979,0.784800,0.046061,0.303008,-0.366717,0.901779,-0.017747,0.306438,-0.369496,0.974926,0.078432,0.241059,-0.458377,0.906177,-0.134050,0.673379,-0.528750,,,,,,,,,,,,,-0.091359,0.620226,-0.584649,0.040104,0.665536,-0.568337,0.005655,0.589997,-0.571310,0.074452,0.615724,-0.567616,0.078127,0.266215,-0.417873,-0.016637,0.246660,-0.463323,0.014590,0.279005,-0.407604,0.093583,0.292165,-0.378816,0.045875,0.302888,-0.366430,-0.017797,0.306478,-0.369538,0.078424,0.240882,-0.458070
152,1.266667,0.623917,0.779259,0.028583,0.051635,0.007224,0.622827,-0.572757,0.000938,-0.091581,0.620271,-0.584609,0.939710,0.040189,0.665780,-0.569281,0.773778,0.005696,0.589680,-0.570520,0.735146,0.074590,0.615579,-0.566619,0.688163,-0.020548,0.311075,-0.240046,-0.919341,0.039446,0.276338,-0.408825,0.001094,0.078058,0.266110,-0.418122,0.931016,-0.016549,0.246667,-0.463210,0.963345,0.014499,0.279163,-0.408113,0.865284,0.093465,0.292030,-0.377983,0.785960,0.046061,0.303007,-0.366718,0.909465,-0.017747,0.306434,-0.369494,0.980863,0.078433,0.241069,-0.458385,0.911381,-0.134044,0.673400,-0.528872,,,,,,,,,,,,,-0.091356,0.620233,-0.584670,0.040106,0.665536,-0.568311,0.005682,0.590005,-0.571544,0.074480,0.615759,-0.567963,0.078140,0.266211,-0.417862,-0.016637,0.246676,-0.463348,0.014591,0.279004,-0.407610,0.093586,0.292150,-0.378769,0.045872,0.302900,-0.366453,-0.017800,0.306465,-0.369514,0.078416,0.240898,-0.458091
