Format Version,1.23,Take Name,Take 2023-05-09 06.27.02 PM_008,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2023-05-09 06.33.28.044 오후,Capture Start Frame,512948,Total Frames in Take,350,Total Exported Frames,350,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
90,0.750000,0.657369,0.751388,0.028047,0.049945,0.045413,0.614118,-0.572055,0.000946,-0.053265,0.620222,-0.583664,0.972170,0.081989,0.654025,-0.568398,0.699193,0.041019,0.581214,-0.570020,0.751919,0.111909,0.601011,-0.566137,0.705554,-0.020523,0.311008,-0.240122,-0.919345,0.039447,0.276359,-0.408879,0.001094,0.078060,0.266135,-0.418180,0.917581,-0.016550,0.246675,-0.463254,0.964842,0.014500,0.279181,-0.408166,0.836897,0.093468,0.292062,-0.378046,0.734570,0.046064,0.303035,-0.366777,0.899910,-0.017745,0.306453,-0.369546,0.981410,0.078433,0.241089,-0.458440,0.901303,,,,,,,,,,,,,-0.053170,0.620198,-0.583716,0.081904,0.653710,-0.567239,0.041060,0.581553,-0.570952,0.111840,0.601192,-0.567299,0.078134,0.266220,-0.417870,-0.016635,0.246677,-0.463366,0.014583,0.278993,-0.407546,0.093605,0.292262,-0.379080,0.045869,0.302905,-0.366452,-0.017808,0.306481,-0.369572,0.078423,0.240894,-0.458097
91,0.758333,0.657362,0.751400,0.027992,0.049900,0.045407,0.614114,-0.572052,0.000938,-0.053273,0.620215,-0.583648,0.972170,0.081982,0.654022,-0.568401,0.699193,0.041014,0.581210,-0.570016,0.751919,0.111903,0.601009,-0.566144,0.705554,-0.020520,0.311110,-0.240052,-0.919328,0.039444,0.276342,-0.408825,0.001093,0.078057,0.266114,-0.418119,0.917581,-0.016547,0.246670,-0.463214,0.964842,0.014497,0.279167,-0.408116,0.836897,0.093460,0.292036,-0.377980,0.734570,0.046056,0.303013,-0.366719,0.899910,-0.017752,0.306440,-0.369500,0.981410,0.078435,0.241072,-0.458381,0.901303,,,,,,,,,,,,,-0.053168,0.620188,-0.583696,0.081897,0.653712,-0.567241,0.041060,0.581548,-0.570920,0.111820,0.601199,-0.567404,0.078132,0.266239,-0.417895,-0.016632,0.246675,-0.463341,0.014579,0.278999,-0.407561,0.093587,0.292165,-0.378803,0.045867,0.302879,-0.366380,-0.017809,0.306479,-0.369555,0.078416,0.240892,-0.458091
92,0.766667,0.657466,0.751258,0.028783,0.050224,0.045421,0.614114,-0.572031,0.000938,-0.053239,0.620252,-0.583773,0.970225,0.082002,0.654008,-0.568293,0.699068,0.041016,0.581210,-0.570027,0.758467,0.111905,0.600985,-0.566031,0.680752,-0.020559,0.311070,-0.240065,-0.919338,0.039441,0.276343,-0.408827,0.001094,0.078053,0.266117,-0.418125,0.933237,-0.016554,0.246670,-0.463212,0.961604,0.014494,0.279167,-0.408115,0.853492,0.093459,0.292038,-0.377986,0.789397,0.046056,0.303012,-0.366721,0.897306,-0.017753,0.306436,-0.369495,0.977937,0.078428,0.241076,-0.458389,0.914652,,,,,,,,,,,,,-0.053148,0.620218,-0.583828,0.081937,0.653678,-0.566971,0.041059,0.581555,-0.570934,0.111814,0.601196,-0.567397,0.078137,0.266223,-0.417855,-0.016641,0.246681,-0.463355,0.014580,0.278981,-0.407551,0.093582,0.292174,-0.378835,0.045868,0.302894,-0.366429,-0.017809,0.306477,-0.369530,0.078412,0.240903,-0.458090
93,0.775000,0.657500,0.751257,0.028606,0.049875,0.045420,0.614110,-0.571979,0.000942,-0.053249,0.620255,-0.583646,0.972020,0.082006,0.654002,-0.568261,0.659022,0.041015,0.581206,-0.569979,0.757215,0.111908,0.600977,-0.566032,0.653613,-0.020506,0.311120,-0.240042,-0.919328,0.039441,0.276341,-0.408832,0.001095,0.078055,0.266112,-0.418124,0.924612,-0.016549,0.246670,-0.463221,0.958065,0.014494,0.279167,-0.408123,0.849845,0.093457,0.292034,-0.377985,0.782847,0.046053,0.303013,-0.366726,0.908391,-0.017755,0.306441,-0.369509,0.980487,0.078432,0.241069,-0.458387,0.913577,,,,,,,,,,,,,-0.053156,0.620217,-0.583678,0.081941,0.653664,-0.566924,0.041058,0.581563,-0.570943,0.111814,0.601190,-0.567401,0.078134,0.266220,-0.417859,-0.016634,0.246684,-0.463369,0.014580,0.278994,-0.407578,0.093578,0.292165,-0.378807,0.045866,0.302907,-0.366471,-0.017808,0.306472,-0.369526,0.078419,0.240890,-0.458085
94,0.783333,0.657392,0.751376,0.027755,0.049995,0.045408,0.614114,-0.572039,0.000944,-0.053273,0.620220,-0.583621,0.973590,0.081988,0.654020,-0.568413,0.654736,0.041012,0.581212,-0.569986,0.742792,0.111904,0.601005,-0.566135,0.652860,-0.020492,0.311052,-0.240095,-0.919337,0.039445,0.276336,-0.408829,0.001093,0.078058,0.266109,-0.418125,0.925630,-0.016549,0.246654,-0.463209,0.957198,0.014498,0.279160,-0.408117,0.855329,0.093464,0.292036,-0.377990,0.789791,0.046060,0.303012,-0.366726,0.916621,-0.017749,0.306434,-0.369501,0.983913,0.078433,0.241063,-0.458385,0.912296,,,,-0.094144,0.674566,-0.524962,,,,,,,-0.053166,0.620194,-0.583667,0.081897,0.653705,-0.567259,0.041055,0.581559,-0.570940,0.111827,0.601191,-0.567347,0.078137,0.266186,-0.417806,-0.016636,0.246676,-0.463375,0.014587,0.279004,-0.407602,0.093581,0.292171,-0.378795,0.045873,0.302893,-0.366436,-0.017805,0.306473,-0.369559,0.078414,0.240889,-0.458096
95,0.791667,0.657399,0.751349,0.028339,0.049990,0.045405,0.614115,-0.572066,0.000939,-0.053268,0.620231,-0.583718,0.970139,0.081982,0.654018,-0.568377,0.699997,0.041008,0.581211,-0.570046,0.746025,0.111897,0.601002,-0.566123,0.692869,-0.020603,0.310979,-0.240075,-0.919365,0.039450,0.276350,-0.408879,0.001096,0.078062,0.266125,-0.418184,0.915720,-0.016554,0.246677,-0.463252,0.952821,0.014503,0.279173,-0.408162,0.863517,0.093475,0.292045,-0.378048,0.793799,0.046073,0.303018,-0.366773,0.908719,-0.017736,0.306440,-0.369534,0.977671,0.078429,0.241086,-0.458449,0.915498,,,,,,,,,,,,,-0.053158,0.620203,-0.583759,0.081896,0.653704,-0.567218,0.041052,0.581549,-0.570951,0.111812,0.601198,-0.567406,0.078134,0.266211,-0.417857,-0.016638,0.246664,-0.463338,0.014582,0.279001,-0.407590,0.093615,0.292244,-0.379095,0.045876,0.302878,-0.366422,-0.017800,0.306468,-0.369545,0.078417,0.240901,-0.458127
96,0.800000,0.657435,0.751302,0.027842,0.050490,0.045405,0.614114,-0.572061,0.000942,-0.053265,0.620232,-0.583732,0.970068,0.081990,0.654015,-0.568424,0.698976,0.041002,0.581213,-0.569996,0.758250,0.111894,0.600996,-0.566093,0.674913,-0.020460,0.311095,-0.240076,-0.919329,0.039443,0.276341,-0.408830,0.001097,0.078056,0.266112,-0.418122,0.913453,-0.016548,0.246661,-0.463215,0.970028,0.014496,0.279166,-0.408121,0.849569,0.093459,0.292039,-0.377987,0.731457,0.046054,0.303018,-0.366728,0.893589,-0.017754,0.306444,-0.369509,0.982374,0.078434,0.241064,-0.458382,0.906979,,,,,,,,,,,,,-0.053160,0.620210,-0.583788,0.081895,0.653701,-0.567272,0.041052,0.581555,-0.570912,0.111825,0.601179,-0.567320,0.078133,0.266224,-0.417876,-0.016633,0.246669,-0.463338,0.014582,0.278982,-0.407571,0.093570,0.292184,-0.378843,0.045874,0.302914,-0.366489,-0.017804,0.306482,-0.369541,0.078421,0.240880,-0.458063
97,0.808333,0.657400,0.751347,0.028141,0.050119,0.045406,0.614114,-0.572107,0.000939,-0.053267,0.620227,-0.583755,0.969749,0.081985,0.654018,-0.568439,0.700556,0.041008,0.581211,-0.570071,0.755281,0.111898,0.601001,-0.566162,0.689458,-0.020484,0.311088,-0.240051,-0.919337,0.039445,0.276346,-0.408846,0.001090,0.078058,0.266116,-0.418140,0.929682,-0.016548,0.246671,-0.463231,0.962563,0.014498,0.279172,-0.408137,0.853352,0.093463,0.292040,-0.378004,0.781046,0.046059,0.303020,-0.366743,0.920799,-0.017749,0.306448,-0.369522,0.982204,0.078434,0.241070,-0.458401,0.907853,,,,-0.094152,0.674532,-0.524779,,,,,,,-0.053155,0.620203,-0.583823,0.081894,0.653710,-0.567291,0.041051,0.581548,-0.570962,0.111816,0.601188,-0.567410,0.078129,0.266222,-0.417889,-0.016640,0.246677,-0.463367,0.014591,0.279012,-0.407609,0.093584,0.292173,-0.378846,0.045872,0.302906,-0.366442,-0.017802,0.306479,-0.369556,0.078428,0.240886,-0.458076
98,0.816667,0.657451,0.751302,0.027784,0.050314,0.045401,0.614112,-0.572051,0.000940,-0.053273,0.620234,-0.583687,0.960626,0.081988,0.654012,-0.568420,0.695762,0.040998,0.581212,-0.569988,0.748391,0.111892,0.600992,-0.566107,0.698902,-0.020608,0.311120,-0.240040,-0.919326,0.039446,0.276332,-0.408821,0.001095,0.078059,0.266107,-0.418117,0.933645,-0.016545,0.246667,-0.463213,0.958491,0.014498,0.279156,-0.408111,0.857451,0.093462,0.292022,-0.377974,0.796847,0.046058,0.302996,-0.366711,0.909467,-0.017751,0.306421,-0.369490,0.981185,0.078436,0.241071,-0.458384,0.913594,,,,,,,,,,,,,-0.053151,0.620208,-0.583784,0.081901,0.653695,-0.567249,0.041032,0.581566,-0.570930,0.111828,0.601167,-0.567297,0.078135,0.266214,-0.417887,-0.016629,0.246675,-0.463357,0.014584,0.278992,-0.407571,0.093583,0.292147,-0.378768,0.045870,0.302878,-0.366424,-0.017800,0.306458,-0.369532,0.078421,0.240900,-0.458084
99,0.825000,0.657459,0.751262,0.028767,0.050250,0.045421,0.614096,-0.572004,0.000938,-0.053239,0.620232,-0.583749,0.970935,0.082001,0.653991,-0.568268,0.655146,0.041016,0.581192,-0.569999,0.761123,0.111905,0.600969,-0.566002,0.665841,-0.020541,0.311074,-0.240062,-0.919337,0.039446,0.276336,-0.408826,0.001095,0.078058,0.266109,-0.418123,0.930174,-0.016549,0.246662,-0.463211,0.967874,0.014499,0.279160,-0.408115,0.859225,0.093464,0.292030,-0.377985,0.795917,0.046060,0.303006,-0.366720,0.914595,-0.017748,0.306431,-0.369496,0.978284,0.078433,0.241067,-0.458386,0.915159,,,,,,,,,,,,,-0.053152,0.620203,-0.583820,0.081934,0.653657,-0.566931,0.041052,0.581533,-0.570890,0.111829,0.601175,-0.567320,0.078133,0.266226,-0.417881,-0.016636,0.246658,-0.463304,0.014582,0.278988,-0.407585,0.093587,0.292153,-0.378783,0.045874,0.302898,-0.366455,-0.017798,0.306474,-0.369553,0.078423,0.240890,-0.458097
100,0.833333,0.657422,0.751301,0.028311,0.050413,0.045409,0.614111,-0.572057,0.000941,-0.053256,0.620232,-0.583772,0.970788,0.081989,0.654012,-0.568370,0.704506,0.041007,0.581209,-0.570020,0.752543,0.111896,0.600993,-0.566066,0.691207,-0.020468,0.311067,-0.240086,-0.919335,0.039444,0.276335,-0.408827,0.001092,0.078057,0.266107,-0.418122,0.932817,-0.016548,0.246654,-0.463209,0.967107,0.014497,0.279160,-0.408117,0.853893,0.093462,0.292035,-0.377987,0.792180,0.046058,0.303012,-0.366725,0.900521,-0.017750,0.306437,-0.369503,0.970718,0.078433,0.241059,-0.458381,0.910854,,,,,,,,,,,,,-0.053150,0.620206,-0.583815,0.081895,0.653705,-0.567232,0.041054,0.581553,-0.570947,0.111827,0.601172,-0.567287,0.078133,0.266226,-0.417893,-0.016643,0.246651,-0.463300,0.014590,0.278988,-0.407566,0.093584,0.292167,-0.378799,0.045868,0.302884,-0.366400,-0.017801,0.306486,-0.369597,0.078425,0.240874,-0.458076
101,0.841667,0.657394,0.751331,0.028136,0.050422,0.045416,0.614110,-0.572080,0.000944,-0.053251,0.620221,-0.583776,0.968891,0.081994,0.654014,-0.568412,0.707405,0.041016,0.581207,-0.570033,0.760357,0.111905,0.600997,-0.566101,0.694029,-0.020471,0.311076,-0.240081,-0.919333,0.039446,0.276337,-0.408826,0.001094,0.078059,0.266108,-0.418120,0.924801,-0.016546,0.246656,-0.463209,0.953333,0.014499,0.279162,-0.408117,0.857593,0.093463,0.292036,-0.377985,0.797143,0.046059,0.303013,-0.366724,0.906319,-0.017749,0.306438,-0.369503,0.979235,0.078435,0.241061,-0.458380,0.915015,,,,-0.094151,0.674555,-0.524862,,,,,,,-0.053143,0.620202,-0.583834,0.081901,0.653699,-0.567289,0.041052,0.581538,-0.570933,0.111840,0.601189,-0.567308,0.078137,0.266211,-0.417848,-0.016633,0.246673,-0.463374,0.014583,0.278996,-0.407578,0.093586,0.292153,-0.378779,0.045872,0.302897,-0.366421,-0.017801,0.306477,-0.369556,0.078422,0.240888,-0.458087
102,0.850000,0.657434,0.751283,0.028051,0.050680,0.045415,0.614104,-0.572058,0.000940,-0.053248,0.620224,-0.583784,0.970961,0.081998,0.654004,-0.568398,0.697596,0.041010,0.581204,-0.569997,0.752527,0.111901,0.600985,-0.566054,0.687901,-0.020512,0.311069,-0.240071,-0.919337,0.039448,0.276338,-0.408830,0.001096,0.078061,0.266111,-0.418126,0.921006,-0.016545,0.246662,-0.463213,0.954507,0.014501,0.279163,-0.408119,0.853414,0.093467,0.292035,-0.377989,0.791678,0.046063,0.303012,-0.366726,0.905274,-0.017745,0.306436,-0.369502,0.973981,0.078436,0.241067,-0.458387,0.913126,,,,,,,,,,,,,-0.053142,0.620200,-0.583825,0.081903,0.653688,-0.567235,0.041053,0.581547,-0.570925,0.111837,0.601171,-0.567287,0.078142,0.266209,-0.417837,-0.016633,0.246679,-0.463371,0.014589,0.278987,-0.407566,0.093591,0.292164,-0.378803,0.045878,0.302887,-0.366420,-0.017802,0.306486,-0.369574,0.078421,0.240890,-0.458088
103,0.858333,0.657343,0.751377,0.027744,0.050631,0.045420,0.614094,-0.572081,0.000942,-0.053250,0.620187,-0.583762,0.970861,0.081996,0.654004,-0.568455,0.699928,0.041023,0.581194,-0.570005,0.741444,0.111911,0.600993,-0.566104,0.693693,-0.020646,0.311109,-0.240055,-0.919325,0.039445,0.276339,-0.408831,0.001094,0.078059,0.266116,-0.418129,0.931769,-0.016546,0.246674,-0.463223,0.967765,0.014498,0.279162,-0.408119,0.843596,0.093462,0.292030,-0.377985,0.787199,0.046057,0.303001,-0.366719,0.906824,-0.017751,0.306423,-0.369495,0.978478,0.078436,0.241083,-0.458397,0.919916,,,,,,,,,,,,,-0.053142,0.620158,-0.583793,0.081905,0.653699,-0.567298,0.041065,0.581548,-0.570975,0.111834,0.601169,-0.567313,0.078141,0.266256,-0.417909,-0.016637,0.246666,-0.463314,0.014580,0.278981,-0.407526,0.093585,0.292155,-0.378818,0.045872,0.302880,-0.366419,-0.017810,0.306459,-0.369546,0.078424,0.240906,-0.458131
104,0.866667,0.657437,0.751300,0.028115,0.050336,0.045420,0.614101,-0.572046,0.000940,-0.053249,0.620224,-0.583726,0.965609,0.082003,0.654001,-0.568380,0.707363,0.041017,0.581199,-0.570001,0.753372,0.111908,0.600981,-0.566078,0.696130,-0.020465,0.311059,-0.240100,-0.919334,0.039447,0.276337,-0.408840,0.001095,0.078060,0.266110,-0.418135,0.929417,-0.016546,0.246653,-0.463220,0.963607,0.014500,0.279161,-0.408130,0.865094,0.093464,0.292039,-0.378001,0.794383,0.046060,0.303015,-0.366739,0.913017,-0.017748,0.306438,-0.369516,0.977380,0.078436,0.241061,-0.458393,0.903509,,,,,,,,,,,,,-0.053134,0.620200,-0.583798,0.081903,0.653696,-0.567255,0.041060,0.581545,-0.570924,0.111834,0.601157,-0.567279,0.078134,0.266217,-0.417884,-0.016635,0.246652,-0.463336,0.014585,0.279003,-0.407621,0.093588,0.292163,-0.378804,0.045873,0.302904,-0.366468,-0.017803,0.306483,-0.369573,0.078419,0.240875,-0.458055
105,0.875000,0.657378,0.751311,0.028590,0.050680,0.045429,0.614095,-0.572053,0.000939,-0.053227,0.620207,-0.583844,0.976012,0.082003,0.653998,-0.568335,0.646783,0.041028,0.581192,-0.570022,0.744934,0.111913,0.600982,-0.566012,0.649680,-0.020581,0.311107,-0.240046,-0.919330,0.039445,0.276343,-0.408828,0.001092,0.078058,0.266116,-0.418124,0.926093,-0.016547,0.246675,-0.463218,0.960360,0.014498,0.279167,-0.408118,0.853392,0.093462,0.292034,-0.377983,0.795050,0.046058,0.303009,-0.366719,0.902414,-0.017750,0.306434,-0.369498,0.974900,0.078435,0.241079,-0.458390,0.917491,,,,,,,,,,,,,-0.053140,0.620168,-0.583857,0.081946,0.653663,-0.566964,0.041064,0.581545,-0.570978,0.111822,0.601198,-0.567394,0.078136,0.266220,-0.417858,-0.016639,0.246681,-0.463347,0.014585,0.278990,-0.407565,0.093589,0.292156,-0.378783,0.045869,0.302886,-0.366401,-0.017804,0.306482,-0.369568,0.078425,0.240910,-0.458106
106,0.883333,0.657479,0.751233,0.028927,0.050335,0.045434,0.614097,-0.572027,0.000945,-0.053222,0.620240,-0.583804,0.976012,0.082016,0.653989,-0.568272,0.646783,0.041027,0.581193,-0.570027,0.744934,0.111915,0.600965,-0.566003,0.649680,-0.020527,0.311103,-0.240043,-0.919333,0.039445,0.276339,-0.408841,0.001094,0.078058,0.266110,-0.418135,0.926093,-0.016547,0.246668,-0.463229,0.960360,0.014498,0.279164,-0.408131,0.853392,0.093462,0.292031,-0.377996,0.795050,0.046058,0.303009,-0.366735,0.902414,-0.017750,0.306437,-0.369515,0.974900,0.078434,0.241068,-0.458398,0.917491,,,,,,,,,,,,,-0.053122,0.620204,-0.583835,0.081949,0.653652,-0.566937,0.041067,0.581543,-0.570959,0.111824,0.601186,-0.567424,0.078139,0.266238,-0.417937,-0.016639,0.246670,-0.463351,0.014583,0.278992,-0.407564,0.093583,0.292163,-0.378829,0.045868,0.302892,-0.366439,-0.017802,0.306470,-0.369549,0.078425,0.240876,-0.458060
107,0.891667,0.657408,0.751334,0.028497,0.049997,0.045428,0.614107,-0.572058,0.000946,-0.053242,0.620227,-0.583730,0.972478,0.082005,0.654009,-0.568352,0.655240,0.041030,0.581203,-0.570047,0.750901,0.111918,0.600991,-0.566104,0.639703,-0.020466,0.311083,-0.240035,-0.919343,0.039443,0.276343,-0.408839,0.001095,0.078055,0.266111,-0.418133,0.937525,-0.016551,0.246669,-0.463223,0.961703,0.014496,0.279170,-0.408129,0.850232,0.093462,0.292036,-0.377997,0.787214,0.046058,0.303018,-0.366736,0.907306,-0.017749,0.306449,-0.369515,0.982251,0.078430,0.241065,-0.458393,0.902780,,,,,,,,,,,,,-0.053124,0.620204,-0.583774,0.081912,0.653698,-0.567248,0.041078,0.581535,-0.570944,0.111825,0.601191,-0.567384,0.078132,0.266209,-0.417869,-0.016642,0.246675,-0.463355,0.014584,0.278996,-0.407571,0.093584,0.292161,-0.378796,0.045867,0.302912,-0.366474,-0.017797,0.306492,-0.369574,0.078420,0.240891,-0.458088
108,0.900000,0.657469,0.751250,0.028713,0.050331,0.045433,0.614096,-0.571994,0.000939,-0.053226,0.620234,-0.583745,0.968044,0.082015,0.653990,-0.568263,0.712286,0.041027,0.581192,-0.569983,0.760466,0.111916,0.600967,-0.565986,0.675189,-0.020539,0.311054,-0.240061,-0.919345,0.039446,0.276340,-0.408834,0.001093,0.078058,0.266113,-0.418132,0.927195,-0.016551,0.246667,-0.463215,0.959829,0.014499,0.279165,-0.408121,0.852145,0.093465,0.292035,-0.377995,0.795481,0.046062,0.303011,-0.366728,0.914601,-0.017746,0.306437,-0.369502,0.978267,0.078431,0.241071,-0.458394,0.912178,,,,-0.094148,0.674543,-0.524836,,,,,,,-0.053138,0.620199,-0.583782,0.081949,0.653664,-0.566967,0.041066,0.581541,-0.570926,0.111835,0.601167,-0.567272,0.078135,0.266221,-0.417850,-0.016639,0.246668,-0.463323,0.014585,0.279001,-0.407619,0.093592,0.292154,-0.378796,0.045873,0.302905,-0.366463,-0.017802,0.306484,-0.369575,0.078412,0.240891,-0.458095
109,0.908333,0.657391,0.751309,0.028857,0.050396,0.045440,0.614090,-0.571997,0.000944,-0.053217,0.620209,-0.583775,0.974605,0.082013,0.653992,-0.568250,0.665327,0.041040,0.581185,-0.569990,0.748458,0.111924,0.600974,-0.565971,0.673961,-0.020539,0.311088,-0.240014,-0.919345,0.039446,0.276342,-0.408834,0.001092,0.078057,0.266111,-0.418130,0.922095,-0.016550,0.246675,-0.463220,0.965131,0.014499,0.279168,-0.408123,0.866200,0.093465,0.292030,-0.377991,0.795137,0.046062,0.303010,-0.366727,0.914125,-0.017746,0.306441,-0.369504,0.973980,0.078431,0.241071,-0.458394,0.912462,,,,,,,,,,,,,-0.053125,0.620171,-0.583791,0.081947,0.653664,-0.566923,0.041077,0.581543,-0.570946,0.111836,0.601177,-0.567314,0.078140,0.266219,-0.417888,-0.016641,0.246659,-0.463300,0.014588,0.279012,-0.407599,0.093584,0.292155,-0.378803,0.045871,0.302906,-0.366471,-0.017795,0.306479,-0.369547,0.078417,0.240909,-0.458118
110,0.916667,0.657443,0.751282,0.028902,0.050093,0.045437,0.614105,-0.572008,0.000942,-0.053224,0.620239,-0.583744,0.974658,0.082015,0.654001,-0.568258,0.657852,0.041035,0.581200,-0.570016,0.744703,0.111923,0.600980,-0.566015,0.659815,-0.020508,0.311084,-0.240053,-0.919337,0.039441,0.276344,-0.408831,0.001097,0.078053,0.266115,-0.418126,0.930667,-0.016553,0.246670,-0.463216,0.969445,0.014494,0.279169,-0.408121,0.861639,0.093458,0.292038,-0.377989,0.792285,0.046055,0.303016,-0.366726,0.916117,-0.017753,0.306443,-0.369504,0.981086,0.078429,0.241071,-0.458388,0.919905,,,,,,,,,,,,,-0.053129,0.620207,-0.583798,0.081942,0.653672,-0.566967,0.041067,0.581546,-0.570938,0.111849,0.601181,-0.567311,0.078127,0.266225,-0.417857,-0.016644,0.246662,-0.463308,0.014585,0.279001,-0.407592,0.093582,0.292173,-0.378834,0.045867,0.302904,-0.366454,-0.017809,0.306482,-0.369545,0.078419,0.240901,-0.458109
111,0.925000,0.657491,0.751231,0.028978,0.050190,0.045433,0.614103,-0.571989,0.000942,-0.053224,0.620250,-0.583750,0.971519,0.082016,0.653994,-0.568230,0.666384,0.041026,0.581198,-0.569998,0.753632,0.111915,0.600969,-0.565980,0.671578,-0.020531,0.311066,-0.240072,-0.919338,0.039442,0.276343,-0.408839,0.001097,0.078055,0.266116,-0.418136,0.925107,-0.016552,0.246668,-0.463222,0.967568,0.014495,0.279167,-0.408128,0.859374,0.093461,0.292039,-0.377999,0.783595,0.046057,0.303015,-0.366734,0.912699,-0.017751,0.306439,-0.369510,0.980267,0.078430,0.241073,-0.458399,0.918264,,,,,,,,,,,,,-0.053130,0.620212,-0.583773,0.081947,0.653662,-0.566932,0.041060,0.581552,-0.570964,0.111833,0.601177,-0.567301,0.078138,0.266238,-0.417902,-0.016642,0.246660,-0.463325,0.014586,0.279003,-0.407585,0.093589,0.292176,-0.378848,0.045863,0.302894,-0.366447,-0.017809,0.306474,-0.369540,0.078415,0.240883,-0.458067
112,0.933333,0.657358,0.751428,0.028127,0.049445,0.045414,0.614108,-0.572035,0.000950,-0.053273,0.620210,-0.583576,0.973927,0.081988,0.654016,-0.568371,0.664606,0.041024,0.581202,-0.570023,0.742642,0.111915,0.601004,-0.566171,0.665043,-0.020563,0.311100,-0.240025,-0.919338,0.039445,0.276338,-0.408825,0.001093,0.078057,0.266110,-0.418122,0.930821,-0.016549,0.246672,-0.463214,0.965842,0.014498,0.279164,-0.408115,0.856494,0.093463,0.292028,-0.377981,0.782731,0.046059,0.303005,-0.366717,0.908165,-0.017749,0.306434,-0.369495,0.981482,0.078432,0.241071,-0.458386,0.904292,,,,,,,,,,,,,-0.053151,0.620185,-0.583658,0.081905,0.653701,-0.567260,0.041076,0.581547,-0.570935,0.111819,0.601191,-0.567406,0.078131,0.266241,-0.417916,-0.016635,0.246689,-0.463381,0.014579,0.278993,-0.407578,0.093582,0.292156,-0.378820,0.045871,0.302872,-0.366362,-0.017800,0.306472,-0.369528,0.078417,0.240885,-0.458056
113,0.941667,0.657452,0.751285,0.028221,0.050303,0.045422,0.614108,-0.572053,0.000942,-0.053245,0.620236,-0.583740,0.966265,0.082006,0.654006,-0.568376,0.716298,0.041018,0.581206,-0.570015,0.756617,0.111910,0.600985,-0.566082,0.692667,-0.020496,0.311055,-0.240079,-0.919340,0.039442,0.276345,-0.408830,0.001096,0.078054,0.266117,-0.418126,0.934853,-0.016553,0.246666,-0.463210,0.966418,0.014495,0.279169,-0.408118,0.856033,0.093460,0.292043,-0.377991,0.791063,0.046057,0.303020,-0.366727,0.907982,-0.017751,0.306444,-0.369502,0.980349,0.078429,0.241071,-0.458386,0.916404,,,,,,,,,,,,,-0.053126,0.620214,-0.583798,0.081904,0.653701,-0.567287,0.041060,0.581544,-0.570927,0.111833,0.601169,-0.567295,0.078130,0.266236,-0.417907,-0.016643,0.246663,-0.463310,0.014586,0.279000,-0.407575,0.093589,0.292175,-0.378806,0.045863,0.302901,-0.366437,-0.017806,0.306482,-0.369544,0.078417,0.240898,-0.458101
114,0.950000,0.657373,0.751393,0.027927,0.049885,0.045407,0.614117,-0.572042,0.000946,-0.053274,0.620220,-0.583627,0.971186,0.081984,0.654024,-0.568398,0.705941,0.041013,0.581213,-0.570003,0.746950,0.111904,0.601010,-0.566139,0.710594,-0.020510,0.311103,-0.240018,-0.919340,0.039440,0.276340,-0.408823,0.001097,0.078053,0.266109,-0.418117,0.928876,-0.016553,0.246672,-0.463210,0.962898,0.014494,0.279167,-0.408113,0.855945,0.093458,0.292030,-0.377978,0.786803,0.046055,0.303011,-0.366717,0.912865,-0.017753,0.306442,-0.369497,0.982486,0.078428,0.241067,-0.458379,0.918841,,,,-0.094156,0.674560,-0.524792,,,,,,,-0.053172,0.620197,-0.583677,0.081893,0.653711,-0.567268,0.041053,0.581555,-0.570955,0.111838,0.601188,-0.567281,0.078127,0.266215,-0.417863,-0.016638,0.246676,-0.463332,0.014584,0.279003,-0.407568,0.093582,0.292168,-0.378810,0.045867,0.302898,-0.366446,-0.017809,0.306471,-0.369526,0.078414,0.240896,-0.458104
