Format Version,1.23,Take Name,Take 2023-04-19 05.19.59 PM,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2023-04-19 05.20.00.435 오후,Capture Start Frame,243691,Total Frames in Take,1760,Total Exported Frames,1760,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
204,1.700000,0.002256,0.042373,-0.659834,-0.750213,-0.004390,0.460459,0.212632,0.000818,0.094669,0.467025,0.219940,0.951198,-0.041364,0.500157,0.211776,0.640762,0.000129,0.427662,0.209459,0.809482,-0.070996,0.446990,0.209352,0.755031,0.009249,-0.760788,-0.648496,-0.023870,-0.163427,0.057495,0.346859,0.000830,-0.202404,0.045966,0.351578,0.895253,-0.138355,0.059231,0.347067,0.944941,-0.104383,0.099638,0.324360,0.790798,-0.109404,0.004295,0.383091,0.924547,-0.167980,0.099938,0.320187,0.961923,-0.216236,0.087304,0.325569,0.000000,-0.205223,0.006096,0.376163,0.892241,0.266577,0.742978,0.514300,0.335286,0.038113,0.110862,0.065853,0.000920,0.135406,0.189507,0.051772,0.688759,0.174369,0.218635,0.039496,0.941758,0.194315,0.270200,0.020429,0.602607,0.258892,0.246516,0.025180,0.842516,0.135558,0.189426,0.050539,0.174277,0.218661,0.039284,0.194274,0.270122,0.022016,0.258752,0.246598,0.025788,-0.215641,0.100740,0.317175,0.094626,0.466848,0.220011,-0.041586,0.500370,0.210372,0.000249,0.427887,0.210177,-0.070826,0.446763,0.210289,-0.202514,0.046200,0.351248,-0.138477,0.059166,0.347239,-0.104261,0.099593,0.325187,-0.109333,0.004541,0.383249,-0.167974,0.099971,0.320038,-0.205162,0.005766,0.375892
205,1.708333,0.002307,0.042274,-0.659930,-0.750134,-0.004388,0.460441,0.212653,0.000832,0.094671,0.467033,0.219953,0.951198,-0.041371,0.500130,0.211791,0.640762,0.000139,0.427644,0.209487,0.809482,-0.070991,0.446955,0.209381,0.755031,0.009321,-0.760753,-0.648533,-0.023952,-0.163435,0.057487,0.346822,0.000827,-0.202413,0.045957,0.351531,0.895253,-0.138363,0.059222,0.347036,0.944941,-0.104387,0.099632,0.324340,0.790798,-0.109420,0.004283,0.383060,0.924547,-0.167983,0.099932,0.320153,0.961923,-0.216240,0.087297,0.325524,0.000000,-0.205238,0.006084,0.376112,0.892241,0.266510,0.743061,0.514238,0.335249,0.038106,0.110876,0.065873,0.000915,0.135387,0.189531,0.051769,0.688759,0.174346,0.218663,0.039485,0.941758,0.194283,0.270226,0.020406,0.602607,0.258864,0.246553,0.025156,0.842516,0.135546,0.189455,0.050571,0.174256,0.218686,0.039297,0.194244,0.270163,0.022051,0.258717,0.246632,0.025781,-0.215647,0.100726,0.317134,0.094631,0.466850,0.220016,-0.041584,0.500331,0.210419,0.000256,0.427895,0.210251,-0.070825,0.446720,0.210275,-0.202513,0.046194,0.351242,-0.138478,0.059163,0.347211,-0.104259,0.099591,0.325209,-0.109371,0.004506,0.383122,-0.167970,0.099975,0.320046,-0.205173,0.005757,0.375842
206,1.716667,0.001770,0.042583,-0.659854,-0.750184,-0.004385,0.460452,0.212622,0.000835,0.094677,0.467022,0.219905,0.951869,-0.041362,0.500147,0.211818,0.629496,0.000137,0.427659,0.209414,0.792941,-0.070990,0.446979,0.209350,0.761472,0.009325,-0.760725,-0.648565,-0.023946,-0.163435,0.057494,0.346828,0.000827,-0.202413,0.045964,0.351536,0.899316,-0.138363,0.059230,0.347041,0.948250,-0.104388,0.099642,0.324349,0.784466,-0.109419,0.004288,0.383061,0.938030,-0.167984,0.099942,0.320162,0.969797,-0.216241,0.087306,0.325532,0.000000,-0.205237,0.006089,0.376113,0.893830,0.266628,0.742820,0.514656,0.335047,0.038107,0.110863,0.065813,0.000917,0.135373,0.189551,0.051788,0.687928,0.174326,0.218703,0.039533,0.941780,0.194253,0.270289,0.020508,0.606709,0.258838,0.246623,0.025230,0.830172,0.135529,0.189469,0.050553,0.174238,0.218727,0.039318,0.194214,0.270217,0.022079,0.258689,0.246706,0.025888,-0.215653,0.100737,0.317135,0.094637,0.466842,0.219962,-0.041586,0.500383,0.210372,0.000257,0.427891,0.210200,-0.070823,0.446729,0.210255,-0.202522,0.046199,0.351227,-0.138484,0.059163,0.347195,-0.104259,0.099603,0.325200,-0.109365,0.004516,0.383141,-0.167969,0.099982,0.320049,-0.205172,0.005760,0.375852
207,1.725000,0.002727,0.041805,-0.659917,-0.750170,-0.004374,0.460446,0.212656,0.000823,0.094686,0.467036,0.219933,0.951869,-0.041353,0.500138,0.211751,0.629496,0.000149,0.427645,0.209530,0.792941,-0.070979,0.446963,0.209411,0.761472,0.009278,-0.760777,-0.648508,-0.023865,-0.163424,0.057492,0.346858,0.000829,-0.202401,0.045961,0.351575,0.899316,-0.138353,0.059229,0.347067,0.948250,-0.104383,0.099638,0.324362,0.784466,-0.109401,0.004293,0.383090,0.938030,-0.167980,0.099936,0.320187,0.969797,-0.216235,0.087299,0.325568,0.000000,-0.205220,0.006090,0.376160,0.893830,0.269650,0.741867,0.515999,0.332667,0.038056,0.110938,0.065860,0.000915,0.135377,0.189554,0.051814,0.687928,0.174313,0.218718,0.039535,0.941780,0.194225,0.270391,0.020728,0.606709,0.258794,0.246590,0.024961,0.830172,0.135513,0.189497,0.050657,0.174234,0.218752,0.039352,0.194175,0.270260,0.022201,0.258678,0.246726,0.025833,-0.215644,0.100728,0.317149,0.094636,0.466858,0.219987,-0.041579,0.500336,0.210358,0.000260,0.427882,0.210229,-0.070776,0.446738,0.210448,-0.202513,0.046192,0.351244,-0.138477,0.059165,0.347226,-0.104266,0.099587,0.325183,-0.109320,0.004551,0.383283,-0.167966,0.099975,0.320052,-0.205169,0.005748,0.375851
208,1.733333,0.002004,0.043183,-0.659850,-0.750153,-0.004398,0.460464,0.212623,0.000845,0.094654,0.467033,0.220029,0.949914,-0.041376,0.500160,0.211791,0.642499,0.000128,0.427673,0.209406,0.796828,-0.071000,0.446992,0.209264,0.689271,0.009241,-0.760784,-0.648499,-0.023889,-0.163426,0.057495,0.346843,0.000827,-0.202404,0.045967,0.351561,0.894901,-0.138354,0.059229,0.347051,0.943675,-0.104381,0.099635,0.324345,0.791290,-0.109407,0.004292,0.383074,0.922527,-0.167978,0.099938,0.320171,0.965951,-0.216235,0.087305,0.325552,0.000000,-0.205225,0.006096,0.376146,0.886485,0.266382,0.742811,0.514768,0.335091,0.038117,0.110864,0.065817,0.000915,0.135357,0.189590,0.051829,0.687863,0.174304,0.218757,0.039588,0.942420,0.194218,0.270351,0.020570,0.576670,0.258810,0.246710,0.025318,0.849383,0.135520,0.189503,0.050594,0.174217,0.218782,0.039376,0.194171,0.270301,0.022262,0.258665,0.246778,0.025898,-0.215649,0.100734,0.317142,0.094556,0.466862,0.219995,-0.041580,0.500389,0.210395,0.000265,0.427902,0.210174,-0.070773,0.446739,0.210460,-0.202514,0.046204,0.351232,-0.138473,0.059164,0.347231,-0.104262,0.099590,0.325170,-0.109333,0.004543,0.383240,-0.167967,0.099973,0.320040,-0.205171,0.005757,0.375848
209,1.741667,0.003186,0.041443,-0.660041,-0.750079,-0.004376,0.460474,0.212659,0.000827,0.094682,0.467100,0.219935,0.949914,-0.041366,0.500156,0.211704,0.642499,0.000155,0.427671,0.209572,0.796828,-0.070977,0.446970,0.209425,0.689271,0.009163,-0.760875,-0.648397,-0.023813,-0.163428,0.057490,0.346845,0.000830,-0.202405,0.045965,0.351574,0.894901,-0.138356,0.059224,0.347047,0.943675,-0.104387,0.099623,0.324323,0.791290,-0.109402,0.004295,0.383079,0.922527,-0.167985,0.099926,0.320162,0.965951,-0.216241,0.087296,0.325557,0.000000,-0.205223,0.006101,0.376170,0.886485,0.267657,0.742328,0.515440,0.334113,0.038096,0.110889,0.065847,0.000914,0.135362,0.189587,0.051882,0.687863,0.174303,0.218762,0.039644,0.942420,0.194213,0.270397,0.020733,0.576670,0.258799,0.246697,0.025278,0.849383,0.135512,0.189503,0.050593,0.174215,0.218791,0.039441,0.194160,0.270306,0.022272,0.258657,0.246786,0.025956,-0.215647,0.100725,0.317141,0.094639,0.466918,0.219991,-0.041578,0.500352,0.210372,0.000251,0.427914,0.210264,-0.070781,0.446736,0.210407,-0.202519,0.046191,0.351232,-0.138469,0.059170,0.347243,-0.104271,0.099571,0.325156,-0.109328,0.004546,0.383242,-0.167969,0.099970,0.320052,-0.205174,0.005760,0.375847
210,1.750000,0.002420,0.042144,-0.659909,-0.750158,-0.004371,0.460463,0.212666,0.000835,0.094688,0.467050,0.219959,0.949744,-0.041351,0.500155,0.211793,0.639121,0.000153,0.427666,0.209511,0.796368,-0.070975,0.446982,0.209402,0.726249,0.009247,-0.760745,-0.648545,-0.023888,-0.163427,0.057492,0.346845,0.000829,-0.202404,0.045963,0.351561,0.892802,-0.138354,0.059226,0.347054,0.951035,-0.104382,0.099636,0.324353,0.791805,-0.109407,0.004285,0.383071,0.917163,-0.167979,0.099938,0.320178,0.961633,-0.216235,0.087304,0.325557,0.000000,-0.205225,0.006089,0.376141,0.889555,0.267182,0.742505,0.515234,0.334416,0.038115,0.110878,0.065894,0.000915,0.135364,0.189597,0.051922,0.683260,0.174303,0.218773,0.039683,0.936799,0.194209,0.270397,0.020736,0.597562,0.258800,0.246725,0.025350,0.837594,0.135512,0.189525,0.050666,0.174225,0.218783,0.039443,0.194158,0.270319,0.022343,0.258659,0.246813,0.025978,-0.215654,0.100727,0.317130,0.094638,0.466861,0.220005,-0.041580,0.500347,0.210381,0.000268,0.427928,0.210274,-0.070770,0.446746,0.210451,-0.202516,0.046197,0.351220,-0.138479,0.059158,0.347188,-0.104259,0.099586,0.325175,-0.109331,0.004544,0.383263,-0.167973,0.099974,0.320029,-0.205169,0.005748,0.375867
211,1.758333,0.002995,0.041764,-0.660026,-0.750075,-0.004377,0.460484,0.212636,0.000831,0.094679,0.467104,0.219939,0.952481,-0.041367,0.500166,0.211701,0.659779,0.000155,0.427683,0.209527,0.803011,-0.070978,0.446982,0.209377,0.768103,0.009248,-0.760780,-0.648505,-0.023877,-0.163426,0.057492,0.346852,0.000829,-0.202404,0.045963,0.351570,0.893530,-0.138354,0.059227,0.347061,0.945429,-0.104383,0.099634,0.324355,0.788919,-0.109405,0.004290,0.383083,0.921952,-0.167980,0.099935,0.320181,0.966601,-0.216236,0.087301,0.325563,0.000000,-0.205224,0.006092,0.376155,0.884731,0.267389,0.742300,0.515501,0.334295,0.038106,0.110869,0.065835,0.000915,0.135361,0.189589,0.051916,0.691830,0.174303,0.218771,0.039697,0.936138,0.194212,0.270408,0.020789,0.587386,0.258801,0.246724,0.025377,0.825259,0.135515,0.189509,0.050696,0.174225,0.218794,0.039454,0.194160,0.270339,0.022437,0.258657,0.246809,0.026055,-0.215647,0.100728,0.317130,0.094635,0.466924,0.219983,-0.041568,0.500379,0.210372,0.000265,0.427918,0.210271,-0.070814,0.446737,0.210257,-0.202518,0.046195,0.351232,-0.138474,0.059156,0.347229,-0.104263,0.099588,0.325189,-0.109331,0.004544,0.383248,-0.167966,0.099977,0.320055,-0.205173,0.005750,0.375849
212,1.766667,0.002092,0.042424,-0.659862,-0.750185,-0.004378,0.460478,0.212641,0.000828,0.094682,0.467051,0.219938,0.952481,-0.041355,0.500174,0.211802,0.659779,0.000144,0.427683,0.209457,0.803011,-0.070983,0.447005,0.209366,0.768103,0.009223,-0.760719,-0.648576,-0.023903,-0.163435,0.057485,0.346826,0.000829,-0.202413,0.045958,0.351541,0.893530,-0.138363,0.059218,0.347034,0.945429,-0.104388,0.099628,0.324336,0.788919,-0.109417,0.004272,0.383047,0.921952,-0.167985,0.099934,0.320162,0.966601,-0.216242,0.087302,0.325541,0.000000,-0.205236,0.006083,0.376118,0.884731,0.266946,0.742453,0.515260,0.334681,0.038115,0.110868,0.065859,0.000917,0.135367,0.189591,0.051938,0.691830,0.174313,0.218768,0.039719,0.936138,0.194229,0.270389,0.020775,0.587386,0.258818,0.246721,0.025439,0.825259,0.135526,0.189515,0.050725,0.174231,0.218784,0.039484,0.194181,0.270326,0.022434,0.258670,0.246807,0.026125,-0.215645,0.100728,0.317151,0.094639,0.466868,0.219985,-0.041579,0.500390,0.210393,0.000266,0.427924,0.210260,-0.070811,0.446765,0.210251,-0.202515,0.046196,0.351228,-0.138478,0.059166,0.347225,-0.104257,0.099585,0.325192,-0.109368,0.004497,0.383115,-0.167980,0.099968,0.320032,-0.205173,0.005752,0.375856
213,1.775000,0.002248,0.042272,-0.659861,-0.750194,-0.004373,0.460468,0.212645,0.000834,0.094687,0.467042,0.219937,0.950198,-0.041349,0.500164,0.211790,0.631867,0.000148,0.427671,0.209475,0.814077,-0.070979,0.446995,0.209377,0.723719,0.009301,-0.760709,-0.648585,-0.023937,-0.163436,0.057482,0.346818,0.000826,-0.202414,0.045952,0.351527,0.899185,-0.138364,0.059217,0.347031,0.942808,-0.104389,0.099630,0.324339,0.791173,-0.109420,0.004273,0.383046,0.938461,-0.167985,0.099931,0.320155,0.963291,-0.216242,0.087296,0.325526,0.000000,-0.205238,0.006076,0.376102,0.894762,0.266601,0.742399,0.515289,0.335031,0.038109,0.110850,0.065829,0.000910,0.135364,0.189581,0.051973,0.688347,0.174317,0.218760,0.039782,0.949042,0.194243,0.270378,0.020839,0.577811,0.258831,0.246721,0.025570,0.853790,0.135520,0.189498,0.050739,0.174235,0.218782,0.039596,0.194192,0.270328,0.022527,0.258686,0.246788,0.026133,-0.215649,0.100724,0.317114,0.094636,0.466860,0.220001,-0.041573,0.500389,0.210352,0.000249,0.427914,0.210170,-0.070769,0.446741,0.210432,-0.202519,0.046189,0.351218,-0.138477,0.059162,0.347222,-0.104262,0.099587,0.325163,-0.109368,0.004499,0.383129,-0.167980,0.099962,0.320011,-0.205174,0.005747,0.375848
214,1.783333,0.002123,0.042289,-0.659926,-0.750136,-0.004376,0.460452,0.212622,0.000835,0.094684,0.467043,0.219902,0.950198,-0.041359,0.500142,0.211780,0.631867,0.000150,0.427657,0.209445,0.814077,-0.070980,0.446967,0.209360,0.723719,0.009294,-0.760814,-0.648464,-0.023886,-0.163429,0.057489,0.346844,0.000829,-0.202406,0.045958,0.351560,0.899185,-0.138357,0.059225,0.347054,0.942808,-0.104385,0.099632,0.324346,0.791173,-0.109407,0.004294,0.383084,0.938461,-0.167982,0.099929,0.320167,0.963291,-0.216238,0.087293,0.325547,0.000000,-0.205226,0.006090,0.376149,0.894762,0.266601,0.742427,0.515168,0.335152,0.038102,0.110865,0.065863,0.000919,0.135372,0.189574,0.051995,0.688347,0.174332,0.218742,0.039799,0.949042,0.194269,0.270351,0.020845,0.577811,0.258852,0.246683,0.025588,0.853790,0.135530,0.189491,0.050760,0.174251,0.218763,0.039556,0.194215,0.270297,0.022555,0.258709,0.246753,0.026167,-0.215640,0.100730,0.317155,0.094640,0.466855,0.219961,-0.041579,0.500348,0.210374,0.000277,0.427912,0.210256,-0.070814,0.446728,0.210264,-0.202515,0.046194,0.351231,-0.138476,0.059163,0.347231,-0.104259,0.099587,0.325191,-0.109330,0.004550,0.383260,-0.167977,0.099964,0.320021,-0.205180,0.005741,0.375825
215,1.791667,0.002425,0.042163,-0.659879,-0.750184,-0.004372,0.460468,0.212674,0.000835,0.094688,0.467047,0.219970,0.952309,-0.041349,0.500163,0.211800,0.638068,0.000150,0.427670,0.209518,0.798742,-0.070977,0.446991,0.209407,0.728297,0.009238,-0.760848,-0.648426,-0.023842,-0.163431,0.057487,0.346845,0.000828,-0.202408,0.045958,0.351568,0.896515,-0.138359,0.059222,0.347051,0.945121,-0.104390,0.099626,0.324334,0.787488,-0.109406,0.004293,0.383083,0.919699,-0.167987,0.099924,0.320165,0.959834,-0.216243,0.087290,0.325552,0.000000,-0.205225,0.006092,0.376161,0.888701,0.267069,0.742193,0.515425,0.334903,0.038090,0.110873,0.065883,0.000916,0.135384,0.189559,0.052045,0.686738,0.174348,0.218725,0.039859,0.941059,0.194295,0.270346,0.020948,0.598627,0.258872,0.246648,0.025630,0.834859,0.135532,0.189479,0.050803,0.174274,0.218744,0.039636,0.194246,0.270279,0.022551,0.258723,0.246729,0.026269,-0.215650,0.100721,0.317147,0.094634,0.466865,0.219989,-0.041570,0.500380,0.210386,0.000260,0.427916,0.210276,-0.070773,0.446741,0.210444,-0.202514,0.046191,0.351243,-0.138481,0.059157,0.347221,-0.104269,0.099577,0.325174,-0.109332,0.004549,0.383263,-0.167985,0.099961,0.320008,-0.205165,0.005759,0.375871
216,1.800000,0.002569,0.042189,-0.659900,-0.750164,-0.004377,0.460454,0.212661,0.000835,0.094680,0.467039,0.219979,0.952309,-0.041356,0.500147,0.211772,0.638068,0.000147,0.427656,0.209513,0.798742,-0.070981,0.446974,0.209382,0.728297,0.009310,-0.760731,-0.648559,-0.023926,-0.163440,0.057481,0.346806,0.000828,-0.202417,0.045950,0.351516,0.896515,-0.138368,0.059217,0.347018,0.945121,-0.104394,0.099629,0.324323,0.787488,-0.109422,0.004275,0.383037,0.919699,-0.167990,0.099928,0.320140,0.959834,-0.216247,0.087292,0.325512,0.000000,-0.205240,0.006075,0.376094,0.888701,0.266310,0.742358,0.515111,0.335625,0.038097,0.110843,0.065811,0.000920,0.135392,0.189534,0.052005,0.686738,0.174368,0.218690,0.039836,0.941059,0.194331,0.270288,0.020878,0.598627,0.258906,0.246614,0.025698,0.834859,0.135553,0.189457,0.050774,0.174282,0.218710,0.039664,0.194284,0.270236,0.022580,0.258758,0.246684,0.026274,-0.215652,0.100725,0.317123,0.094635,0.466856,0.220008,-0.041583,0.500347,0.210375,0.000250,0.427907,0.210267,-0.070773,0.446737,0.210411,-0.202520,0.046190,0.351212,-0.138478,0.059165,0.347216,-0.104273,0.099581,0.325154,-0.109370,0.004502,0.383117,-0.167976,0.099966,0.320028,-0.205178,0.005744,0.375832
217,1.808333,0.002737,0.042809,-0.659878,-0.750147,-0.004404,0.460452,0.212623,0.000843,0.094645,0.467031,0.220059,0.948484,-0.041381,0.500147,0.211714,0.662582,0.000123,0.427656,0.209461,0.795263,-0.071004,0.446976,0.209259,0.693760,0.009251,-0.760742,-0.648548,-0.023905,-0.163438,0.057479,0.346822,0.000829,-0.202416,0.045951,0.351537,0.899683,-0.138366,0.059214,0.347032,0.946037,-0.104392,0.099623,0.324332,0.781488,-0.109420,0.004271,0.383049,0.938885,-0.167988,0.099926,0.320155,0.962277,-0.216245,0.087293,0.325533,0.000000,-0.205238,0.006077,0.376116,0.895637,0.267974,0.741731,0.515877,0.334509,0.038068,0.110887,0.065855,0.000920,0.135418,0.189515,0.052077,0.683651,0.174396,0.218670,0.039910,0.934124,0.194370,0.270311,0.021082,0.615009,0.258930,0.246547,0.025655,0.826331,0.135568,0.189439,0.050823,0.174304,0.218695,0.039665,0.194324,0.270214,0.022618,0.258789,0.246641,0.026329,-0.215653,0.100718,0.317135,0.094548,0.466857,0.220008,-0.041578,0.500342,0.210393,0.000260,0.427899,0.210231,-0.070780,0.446734,0.210439,-0.202518,0.046195,0.351235,-0.138479,0.059151,0.347205,-0.104268,0.099585,0.325197,-0.109367,0.004498,0.383123,-0.167980,0.099958,0.320008,-0.205175,0.005748,0.375868
218,1.816667,0.002078,0.042374,-0.659900,-0.750154,-0.004390,0.460452,0.212637,0.000832,0.094671,0.467035,0.219925,0.948484,-0.041371,0.500143,0.211800,0.662582,0.000135,0.427657,0.209454,0.795263,-0.070994,0.446971,0.209368,0.693760,0.009209,-0.760840,-0.648437,-0.023827,-0.163430,0.057490,0.346848,0.000828,-0.202407,0.045962,0.351573,0.899683,-0.138358,0.059226,0.347053,0.946037,-0.104389,0.099629,0.324335,0.781488,-0.109404,0.004295,0.383081,0.938885,-0.167987,0.099929,0.320169,0.962277,-0.216242,0.087296,0.325560,0.000000,-0.205224,0.006096,0.376165,0.895637,0.266658,0.742172,0.515146,0.335706,0.038076,0.110872,0.065847,0.000916,0.135422,0.189503,0.052067,0.683651,0.174417,0.218639,0.039907,0.934124,0.194414,0.270231,0.020969,0.615009,0.258973,0.246512,0.025773,0.826331,0.135583,0.189418,0.050843,0.174332,0.218662,0.039692,0.194365,0.270180,0.022639,0.258829,0.246579,0.026352,-0.215655,0.100722,0.317124,0.094631,0.466857,0.219987,-0.041583,0.500374,0.210403,0.000241,0.427892,0.210187,-0.070823,0.446717,0.210264,-0.202516,0.046193,0.351234,-0.138481,0.059158,0.347230,-0.104265,0.099589,0.325210,-0.109325,0.004550,0.383255,-0.167980,0.099965,0.320026,-0.205176,0.005757,0.375850
219,1.825000,0.002346,0.042178,-0.659911,-0.750155,-0.004397,0.460447,0.212595,0.000821,0.094663,0.467034,0.219884,0.948469,-0.041378,0.500139,0.211729,0.651215,0.000127,0.427650,0.209434,0.796813,-0.071001,0.446965,0.209332,0.792008,0.009324,-0.760783,-0.648499,-0.023904,-0.163430,0.057490,0.346855,0.000828,-0.202407,0.045958,0.351568,0.895369,-0.138358,0.059227,0.347067,0.947903,-0.104386,0.099636,0.324365,0.786858,-0.109409,0.004292,0.383094,0.917334,-0.167982,0.099932,0.320182,0.968968,-0.216238,0.087295,0.325557,0.000000,-0.205227,0.006087,0.376152,0.882168,0.266520,0.742240,0.514947,0.335971,0.038079,0.110881,0.065884,0.000919,0.135444,0.189487,0.052094,0.696275,0.174448,0.218609,0.039931,0.936152,0.194461,0.270187,0.020970,0.591474,0.259014,0.246460,0.025813,0.846299,0.135607,0.189406,0.050893,0.174354,0.218631,0.039694,0.194421,0.270129,0.022603,0.258866,0.246531,0.026405,-0.215649,0.100726,0.317127,0.094628,0.466855,0.219979,-0.041595,0.500335,0.210366,0.000257,0.427884,0.210202,-0.070859,0.446749,0.210122,-0.202517,0.046188,0.351236,-0.138479,0.059162,0.347224,-0.104269,0.099587,0.325208,-0.109330,0.004551,0.383285,-0.167970,0.099976,0.320067,-0.205178,0.005746,0.375831
220,1.833333,0.002550,0.041798,-0.659919,-0.750169,-0.004387,0.460443,0.212655,0.000829,0.094675,0.467034,0.219910,0.948469,-0.041367,0.500135,0.211769,0.651215,0.000135,0.427643,0.209520,0.796813,-0.070993,0.446960,0.209423,0.792008,0.009256,-0.760808,-0.648472,-0.023855,-0.163432,0.057488,0.346841,0.000828,-0.202409,0.045958,0.351561,0.895369,-0.138360,0.059224,0.347048,0.947903,-0.104391,0.099631,0.324338,0.786858,-0.109408,0.004291,0.383075,0.917334,-0.167988,0.099929,0.320166,0.968968,-0.216243,0.087294,0.325550,0.000000,-0.205227,0.006089,0.376149,0.882168,0.270456,0.740792,0.516836,0.333109,0.038031,0.110942,0.065884,0.000923,0.135497,0.189431,0.052143,0.696275,0.174494,0.218562,0.039980,0.936152,0.194511,0.270251,0.021330,0.591474,0.259037,0.246331,0.025563,0.846299,0.135634,0.189373,0.050907,0.174389,0.218588,0.039717,0.194473,0.270086,0.022585,0.258904,0.246467,0.026419,-0.215652,0.100721,0.317131,0.094629,0.466850,0.219975,-0.041605,0.500341,0.210326,0.000253,0.427882,0.210263,-0.070792,0.446733,0.210443,-0.202519,0.046196,0.351227,-0.138486,0.059160,0.347205,-0.104265,0.099587,0.325192,-0.109328,0.004549,0.383266,-0.167983,0.099961,0.320017,-0.205179,0.005742,0.375831
221,1.841667,0.002567,0.042087,-0.659943,-0.750131,-0.004393,0.460436,0.212617,0.000827,0.094666,0.467032,0.219919,0.951557,-0.041375,0.500125,0.211727,0.651093,0.000134,0.427638,0.209472,0.805545,-0.070995,0.446948,0.209349,0.760279,0.009297,-0.760801,-0.648479,-0.023871,-0.163433,0.057484,0.346839,0.000831,-0.202409,0.045953,0.351556,0.895474,-0.138361,0.059221,0.347049,0.942805,-0.104391,0.099630,0.324342,0.796258,-0.109409,0.004289,0.383076,0.917195,-0.167988,0.099926,0.320164,0.961640,-0.216243,0.087288,0.325545,0.000000,-0.205228,0.006083,0.376143,0.882792,0.268130,0.741557,0.515652,0.335117,0.038057,0.110915,0.065879,0.000924,0.135504,0.189430,0.052144,0.704670,0.174523,0.218537,0.039995,0.932397,0.194568,0.270149,0.021162,0.641784,0.259098,0.246316,0.025791,0.825817,0.135655,0.189359,0.050974,0.174416,0.218564,0.039748,0.194544,0.270041,0.022590,0.258951,0.246414,0.026465,-0.215649,0.100727,0.317143,0.094623,0.466854,0.219980,-0.041588,0.500330,0.210363,0.000251,0.427877,0.210203,-0.070828,0.446715,0.210264,-0.202520,0.046185,0.351227,-0.138479,0.059162,0.347236,-0.104275,0.099574,0.325146,-0.109331,0.004549,0.383265,-0.167978,0.099967,0.320017,-0.205179,0.005736,0.375832
222,1.850000,0.002772,0.041805,-0.659940,-0.750149,-0.004395,0.460443,0.212629,0.000833,0.094665,0.467040,0.219911,0.951557,-0.041376,0.500133,0.211719,0.651093,0.000130,0.427642,0.209506,0.805545,-0.070999,0.446956,0.209381,0.760279,0.009274,-0.760754,-0.648534,-0.023887,-0.163430,0.057488,0.346841,0.000828,-0.202407,0.045957,0.351557,0.895474,-0.138358,0.059223,0.347051,0.942805,-0.104386,0.099634,0.324350,0.796258,-0.109408,0.004284,0.383070,0.917195,-0.167983,0.099933,0.320173,0.961640,-0.216239,0.087297,0.325551,0.000000,-0.205227,0.006084,0.376138,0.882792,0.266558,0.742095,0.514808,0.336475,0.038081,0.110874,0.065874,0.000925,0.135515,0.189404,0.052131,0.704670,0.174550,0.218493,0.039988,0.932397,0.194615,0.270050,0.021026,0.641784,0.259147,0.246276,0.025924,0.825817,0.135682,0.189324,0.050950,0.174448,0.218519,0.039805,0.194596,0.269989,0.022613,0.258981,0.246356,0.026564,-0.215649,0.100726,0.317145,0.094630,0.466854,0.219975,-0.041589,0.500323,0.210372,0.000238,0.427903,0.210262,-0.070831,0.446720,0.210271,-0.202515,0.046195,0.351231,-0.138477,0.059162,0.347219,-0.104265,0.099588,0.325207,-0.109336,0.004533,0.383225,-0.167972,0.099970,0.320037,-0.205175,0.005743,0.375835
