Format Version,1.23,Take Name,Take 2023-04-19 05.12.57 PM,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2023-04-19 05.12.58.206 오후,Capture Start Frame,193019,Total Frames in Take,562,Total Exported Frames,562,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,c-arm,c-arm,c-arm,c-arm,c-arm,c-arm,c-arm,c-arm,"c-arm:Marker1","c-arm:Marker1","c-arm:Marker1","c-arm:Marker1","c-arm:Marker2","c-arm:Marker2","c-arm:Marker2","c-arm:Marker2","c-arm:Marker3","c-arm:Marker3","c-arm:Marker3","c-arm:Marker3","c-arm:Marker4","c-arm:Marker4","c-arm:Marker4","c-arm:Marker4",test1,test1,test1,test1,test1,test1,test1,test1,"test1:Marker1","test1:Marker1","test1:Marker1","test1:Marker1","test1:Marker2","test1:Marker2","test1:Marker2","test1:Marker2","test1:Marker3","test1:Marker3","test1:Marker3","test1:Marker3","test1:Marker4","test1:Marker4","test1:Marker4","test1:Marker4","test1:Marker5","test1:Marker5","test1:Marker5","test1:Marker5","test1:Marker6","test1:Marker6","test1:Marker6","test1:Marker6","test1:Marker7","test1:Marker7","test1:Marker7","test1:Marker7",c-arm:Marker1,c-arm:Marker1,c-arm:Marker1,c-arm:Marker2,c-arm:Marker2,c-arm:Marker2,c-arm:Marker3,c-arm:Marker3,c-arm:Marker3,c-arm:Marker4,c-arm:Marker4,c-arm:Marker4,test1:Marker1,test1:Marker1,test1:Marker1,test1:Marker2,test1:Marker2,test1:Marker2,test1:Marker3,test1:Marker3,test1:Marker3,test1:Marker4,test1:Marker4,test1:Marker4,test1:Marker5,test1:Marker5,test1:Marker5,test1:Marker6,test1:Marker6,test1:Marker6,test1:Marker7,test1:Marker7,test1:Marker7
,ID,"BE1BCB5ACDF511ED1C21E954A5007A9C","BE1BCB5ACDF511ED1C21E954A5007A9C","BE1BCB5ACDF511ED1C21E954A5007A9C","BE1BCB5ACDF511ED1C21E954A5007A9C","BE1BCB5ACDF511ED1C21E954A5007A9C","BE1BCB5ACDF511ED1C21E954A5007A9C","BE1BCB5ACDF511ED1C21E954A5007A9C","BE1BCB5ACDF511ED1C21E954A5007A9C","BE1BCB5ACDF511ED1C21E954A5007A9C","BE1BCB5ACDF511ED1C21E954A5007A9C","BE1BCB5ACDF511ED1C21E954A5007A9C","BE1BCB5ACDF511ED1C21E954A5007A9C","BE1BCB5ACDF511ED1C21E954A5007A9C","BE1BCB5ACDF511ED1C21E954A5007A9C","BE1BCB5ACDF511ED1C21E954A5007A9C","BE1BCB5ACDF511ED1C21E954A5007A9C","BE1BCB5ACDF511ED1C21E954A5007A9C","BE1BCB5ACDF511ED1C21E954A5007A9C","BE1BCB5ACDF511ED1C21E954A5007A9C","BE1BCB5ACDF511ED1C21E954A5007A9C","BE1BCB5ACDF511ED1C21E954A5007A9C","BE1BCB5ACDF511ED1C21E954A5007A9C","BE1BCB5ACDF511ED1C21E954A5007A9C","BE1BCB5ACDF511ED1C21E954A5007A9C","8089B12FDE8811ED1C21E954A5008B9C","8089B12FDE8811ED1C21E954A5008B9C","8089B12FDE8811ED1C21E954A5008B9C","8089B12FDE8811ED1C21E954A5008B9C","8089B12FDE8811ED1C21E954A5008B9C","8089B12FDE8811ED1C21E954A5008B9C","8089B12FDE8811ED1C21E954A5008B9C","8089B12FDE8811ED1C21E954A5008B9C","8089B12FDE8811ED1C21E954A5008B9C","8089B12FDE8811ED1C21E954A5008B9C","8089B12FDE8811ED1C21E954A5008B9C","8089B12FDE8811ED1C21E954A5008B9C","8089B12FDE8811ED1C21E954A5008B9C","8089B12FDE8811ED1C21E954A5008B9C","8089B12FDE8811ED1C21E954A5008B9C","8089B12FDE8811ED1C21E954A5008B9C","8089B12FDE8811ED1C21E954A5008B9C","8089B12FDE8811ED1C21E954A5008B9C","8089B12FDE8811ED1C21E954A5008B9C","8089B12FDE8811ED1C21E954A5008B9C","8089B12FDE8811ED1C21E954A5008B9C","8089B12FDE8811ED1C21E954A5008B9C","8089B12FDE8811ED1C21E954A5008B9C","8089B12FDE8811ED1C21E954A5008B9C","8089B12FDE8811ED1C21E954A5008B9C","8089B12FDE8811ED1C21E954A5008B9C","8089B12FDE8811ED1C21E954A5008B9C","8089B12FDE8811ED1C21E954A5008B9C","8089B12FDE8811ED1C21E954A5008B9C","8089B12FDE8811ED1C21E954A5008B9C","8089B12FDE8811ED1C21E954A5008B9C","8089B12FDE8811ED1C21E954A5008B9C","8089B12FDE8811ED1C21E954A5008B9C","8089B12FDE8811ED1C21E954A5008B9C","8089B12FDE8811ED1C21E954A5008B9C","8089B12FDE8811ED1C21E954A5008B9C","C5A70","C5A70","C5A70","C5B40","C5B40","C5B40","C5B80","C5B80","C5B80","C5B20","C5B20","C5B20","C64E0","C64E0","C64E0","C6510","C6510","C6510","C64F0","C64F0","C64F0","C6260","C6260","C6260","C6520","C6520","C6520","C64C0","C64C0","C64C0","C6160","C6160","C6160"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Mean Marker Error,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Mean Marker Error,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,W,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,-0.126375,0.178266,-0.675188,-0.704536,-0.097689,0.319346,0.234090,0.000829,0.000053,0.331280,0.248699,0.968004,-0.138426,0.353269,0.245642,0.825599,-0.089848,0.290501,0.219509,0.772086,-0.162535,0.302334,0.222509,0.866135,-0.196180,-0.559470,-0.432985,-0.678993,-0.037313,0.048021,-0.060000,0.001080,-0.051191,0.078771,-0.083157,0.895275,-0.034921,0.027961,-0.045048,0.918211,0.012744,0.002065,-0.026078,0.887419,-0.099333,0.003527,-0.024855,0.823470,0.012576,0.052730,-0.064745,0.861013,-0.002964,0.091104,-0.093086,0.946787,-0.098101,0.079989,-0.083031,0.856440,-0.000036,0.331202,0.248748,-0.138370,0.353289,0.244946,-0.089810,0.290797,0.220370,-0.162438,0.302154,0.223004,-0.050848,0.078869,-0.082938,-0.035011,0.027988,-0.045362,0.012393,0.002041,-0.025796,-0.098838,0.003666,-0.024370,0.012650,0.052850,-0.064207,-0.003157,0.091028,-0.093038,-0.098189,0.080026,-0.082465
1,0.008333,-0.126332,0.178262,-0.675133,-0.704598,-0.097712,0.319325,0.233944,0.000834,0.000032,0.331242,0.248554,0.967194,-0.138443,0.353256,0.245493,0.808279,-0.089876,0.290478,0.219365,0.735582,-0.162561,0.302324,0.222363,0.866471,-0.196066,-0.559418,-0.433030,-0.679040,-0.037315,0.048019,-0.059998,0.001084,-0.051192,0.078766,-0.083160,0.898037,-0.034924,0.027961,-0.045044,0.917221,0.012739,0.002072,-0.026060,0.893681,-0.099338,0.003520,-0.024864,0.808637,0.012574,0.052734,-0.064731,0.856546,-0.002964,0.091104,-0.093079,0.944910,-0.098102,0.079978,-0.083046,0.847942,-0.000072,0.331164,0.248573,-0.138385,0.353265,0.244728,-0.089804,0.290787,0.220374,-0.162482,0.302148,0.222861,-0.050838,0.078850,-0.082976,-0.035022,0.028001,-0.045358,0.012392,0.002025,-0.025819,-0.098837,0.003676,-0.024307,0.012648,0.052867,-0.064178,-0.003166,0.091021,-0.093110,-0.098187,0.080018,-0.082445
2,0.016667,-0.126551,0.178345,-0.675218,-0.704457,-0.097692,0.319353,0.234092,0.000822,0.000049,0.331300,0.248697,0.967194,-0.138435,0.353264,0.245660,0.808279,-0.089847,0.290515,0.219500,0.735582,-0.162536,0.302333,0.222511,0.866471,-0.196147,-0.559490,-0.432956,-0.679005,-0.037316,0.048022,-0.059999,0.001082,-0.051194,0.078770,-0.083159,0.898037,-0.034924,0.027964,-0.045045,0.917221,0.012740,0.002069,-0.026072,0.893681,-0.099337,0.003531,-0.024849,0.808637,0.012573,0.052730,-0.064744,0.856546,-0.002966,0.091101,-0.093089,0.944910,-0.098104,0.079988,-0.083034,0.847942,-0.000038,0.331216,0.248758,-0.138378,0.353290,0.244956,-0.089782,0.290827,0.220464,-0.162483,0.302135,0.222859,-0.050836,0.078864,-0.082899,-0.035019,0.028002,-0.045319,0.012390,0.002026,-0.025840,-0.098848,0.003669,-0.024390,0.012658,0.052863,-0.064172,-0.003172,0.091016,-0.093141,-0.098196,0.080026,-0.082463
3,0.025000,-0.126356,0.178064,-0.675235,-0.704546,-0.097697,0.319342,0.234068,0.000826,0.000047,0.331290,0.248649,0.966388,-0.138435,0.353265,0.245620,0.831244,-0.089857,0.290493,0.219495,0.772994,-0.162544,0.302320,0.222509,0.893335,-0.196058,-0.559464,-0.432994,-0.679027,-0.037316,0.048025,-0.059993,0.001081,-0.051194,0.078770,-0.083157,0.887469,-0.034924,0.027968,-0.045038,0.934632,0.012741,0.002081,-0.026056,0.889380,-0.099336,0.003530,-0.024850,0.830389,0.012573,0.052739,-0.064731,0.868894,-0.002966,0.091107,-0.093081,0.943700,-0.098104,0.079983,-0.083039,0.848584,-0.000035,0.331213,0.248722,-0.138379,0.353285,0.244947,-0.089811,0.290784,0.220354,-0.162479,0.302138,0.222889,-0.050836,0.078863,-0.082900,-0.035012,0.028016,-0.045279,0.012397,0.002047,-0.025780,-0.098850,0.003663,-0.024395,0.012646,0.052861,-0.064226,-0.003167,0.091021,-0.093137,-0.098193,0.080026,-0.082441
4,0.033333,-0.126416,0.178218,-0.675181,-0.704548,-0.097699,0.319338,0.234066,0.000828,0.000045,0.331272,0.248663,0.966388,-0.138434,0.353261,0.245623,0.831244,-0.089860,0.290493,0.219484,0.772994,-0.162546,0.302326,0.222494,0.893335,-0.196081,-0.559431,-0.433021,-0.679030,-0.037316,0.048021,-0.060007,0.001082,-0.051193,0.078767,-0.083169,0.887469,-0.034925,0.027962,-0.045054,0.934632,0.012739,0.002073,-0.026072,0.889380,-0.099338,0.003522,-0.024871,0.830389,0.012573,0.052735,-0.064743,0.868894,-0.002965,0.091105,-0.093090,0.943700,-0.098103,0.079980,-0.083053,0.848584,-0.000041,0.331195,0.248738,-0.138371,0.353282,0.244963,-0.089809,0.290788,0.220355,-0.162484,0.302140,0.222874,-0.050837,0.078861,-0.082952,-0.035021,0.027996,-0.045342,0.012391,0.002043,-0.025797,-0.098849,0.003646,-0.024450,0.012655,0.052872,-0.064164,-0.003169,0.091009,-0.093141,-0.098185,0.080034,-0.082398
5,0.041667,-0.126580,0.178213,-0.675162,-0.704539,-0.097699,0.319340,0.234085,0.000826,0.000048,0.331275,0.248662,0.965017,-0.138434,0.353259,0.245659,0.821974,-0.089863,0.290499,0.219495,0.785366,-0.162549,0.302328,0.222523,0.853155,-0.196063,-0.559478,-0.432993,-0.679015,-0.037316,0.048024,-0.059997,0.001085,-0.051195,0.078768,-0.083161,0.887534,-0.034923,0.027967,-0.045042,0.919277,0.012743,0.002080,-0.026062,0.891383,-0.099334,0.003528,-0.024852,0.832030,0.012573,0.052738,-0.064737,0.852535,-0.002968,0.091106,-0.093087,0.946207,-0.098105,0.079981,-0.083041,0.848992,-0.000044,0.331199,0.248734,-0.138378,0.353279,0.244949,-0.089824,0.290791,0.220301,-0.162448,0.302151,0.223074,-0.050844,0.078868,-0.082898,-0.035018,0.027997,-0.045349,0.012393,0.002049,-0.025806,-0.098844,0.003659,-0.024412,0.012652,0.052867,-0.064167,-0.003167,0.091024,-0.093101,-0.098191,0.080024,-0.082445
