Format Version,1.23,Take Name,Take 2023-04-19 05.18.13 PM,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2023-04-19 05.18.14.345 오후,Capture Start Frame,230959,Total Frames in Take,5379,Total Exported Frames,5379,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
1019,8.491667,0.287092,0.664281,0.472727,0.502831,0.040730,0.114196,0.037209,0.000961,0.156247,0.163181,0.047476,0.798097,0.203492,0.179922,0.045230,0.754361,0.240901,0.222566,0.031007,0.442030,0.293239,0.183415,0.052951,0.931138,0.156481,0.163111,0.046636,0.203485,0.179925,0.044260,0.240536,0.222604,0.033155,0.293233,0.183432,0.053335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020,8.500000,0.286709,0.664216,0.472867,0.503003,0.040733,0.114130,0.037197,0.000958,0.156221,0.163169,0.047537,0.786196,0.203460,0.179931,0.045322,0.749774,0.240860,0.222589,0.031116,0.431475,0.293199,0.183466,0.053109,0.918145,0.156449,0.163105,0.046715,0.203464,0.179930,0.044321,0.240480,0.222635,0.033358,0.293202,0.183475,0.053436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1021,8.508333,0.287325,0.664066,0.473410,0.502338,0.040702,0.114111,0.037344,0.000956,0.156187,0.163162,0.047659,0.793673,0.203419,0.179940,0.045428,0.742085,0.240794,0.222634,0.031264,0.433356,0.293166,0.183485,0.053131,0.909352,0.156411,0.163100,0.046867,0.203433,0.179937,0.044396,0.240415,0.222681,0.033498,0.293165,0.183499,0.053493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1022,8.516667,0.286743,0.664193,0.473375,0.502537,0.040684,0.113990,0.037356,0.000962,0.156131,0.163122,0.047706,0.793673,0.203354,0.179928,0.045491,0.742085,0.240712,0.222634,0.031316,0.433356,0.293093,0.183536,0.053252,0.909352,0.156359,0.163059,0.046909,0.203367,0.179925,0.044452,0.240332,0.222684,0.033568,0.293095,0.183546,0.053594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1023,8.525000,0.286715,0.664186,0.473527,0.502418,0.040647,0.113947,0.037415,0.000965,0.156080,0.163111,0.047773,0.791149,0.203298,0.179932,0.045562,0.729619,0.240642,0.222652,0.031395,0.419616,0.293036,0.183564,0.053319,0.920655,0.156303,0.163044,0.046971,0.203319,0.179930,0.044480,0.240256,0.222702,0.033684,0.293043,0.183570,0.053637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1024,8.533333,0.286435,0.664197,0.473674,0.502424,0.040621,0.113852,0.037404,0.000962,0.156025,0.163077,0.047797,0.791149,0.203235,0.179922,0.045600,0.729619,0.240562,0.222660,0.031442,0.419616,0.292969,0.183602,0.053388,0.920655,0.156241,0.163014,0.047015,0.203256,0.179916,0.044510,0.240177,0.222712,0.033724,0.292978,0.183610,0.053707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1025,8.541667,0.289809,0.663235,0.475904,0.499645,0.040528,0.113943,0.037589,0.000961,0.155987,0.163058,0.047881,0.781555,0.203189,0.179915,0.045614,0.729183,0.240458,0.222772,0.031662,0.481184,0.292959,0.183513,0.053018,0.821086,0.156194,0.162998,0.047034,0.203205,0.179923,0.044531,0.240118,0.222729,0.033709,0.292931,0.183620,0.053725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1026,8.550000,0.287080,0.664222,0.474007,0.501709,0.040511,0.113827,0.037605,0.000966,0.155921,0.163057,0.047910,0.781555,0.203124,0.179913,0.045672,0.729183,0.240425,0.222678,0.031525,0.481184,0.292868,0.183597,0.053340,0.821086,0.156131,0.162991,0.047079,0.203159,0.179902,0.044549,0.240039,0.222713,0.033753,0.292859,0.183623,0.053769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1027,8.558333,0.286801,0.664117,0.474237,0.501791,0.040495,0.113736,0.037529,0.000974,0.155875,0.163018,0.047908,0.770140,0.203073,0.179897,0.045700,0.713404,0.240362,0.222680,0.031580,0.435964,0.292810,0.183621,0.053424,0.872751,0.156092,0.162946,0.047018,0.203103,0.179887,0.044554,0.239975,0.222703,0.033802,0.292793,0.183661,0.053931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1028,8.566667,0.286578,0.664001,0.474429,0.501889,0.040483,0.113665,0.037426,0.000969,0.155841,0.162984,0.047874,0.770140,0.203035,0.179878,0.045695,0.713404,0.240317,0.222675,0.031599,0.435964,0.292767,0.183631,0.053470,0.872751,0.156057,0.162915,0.047071,0.203070,0.179870,0.044516,0.239925,0.222716,0.033831,0.292764,0.183647,0.053901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1029,8.575000,0.287374,0.663710,0.475102,0.501181,0.040442,0.113664,0.037432,0.000972,0.155805,0.162973,0.047880,0.774307,0.202994,0.179878,0.045693,0.709916,0.240258,0.222712,0.031661,0.445033,0.292734,0.183624,0.053385,0.862858,0.156023,0.162904,0.047007,0.203034,0.179865,0.044533,0.239874,0.222732,0.033847,0.292711,0.183669,0.053932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1030,8.583333,0.287226,0.663799,0.475063,0.501186,0.040421,0.113626,0.037467,0.000978,0.155774,0.162961,0.047905,0.774307,0.202959,0.179876,0.045714,0.709916,0.240214,0.222714,0.031671,0.445033,0.292697,0.183642,0.053409,0.862858,0.155993,0.162893,0.047017,0.202999,0.179862,0.044541,0.239816,0.222741,0.033978,0.292671,0.183684,0.053925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1031,8.591667,0.285583,0.664162,0.474401,0.502270,0.040445,0.113503,0.037321,0.000969,0.155740,0.162955,0.047847,0.782478,0.202918,0.179894,0.045704,0.709928,0.240175,0.222710,0.031595,0.394864,0.292636,0.183751,0.053588,0.905462,0.155959,0.162893,0.047007,0.202964,0.179879,0.044544,0.239761,0.222763,0.033979,0.292636,0.183765,0.053965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1032,8.600000,0.285252,0.664264,0.474248,0.502467,0.040426,0.113485,0.037323,0.000967,0.155709,0.162963,0.047857,0.782478,0.202885,0.179908,0.045719,0.709928,0.240141,0.222719,0.031593,0.394864,0.292600,0.183785,0.053635,0.905462,0.155923,0.162902,0.047056,0.202936,0.179891,0.044516,0.239735,0.222768,0.033946,0.292590,0.183803,0.054041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1033,8.608333,0.285263,0.664253,0.474262,0.502462,0.040392,0.113509,0.037332,0.000970,0.155675,0.162986,0.047868,0.792769,0.202852,0.179931,0.045731,0.697485,0.240108,0.222742,0.031607,0.379227,0.292566,0.183807,0.053647,0.899354,0.155901,0.162935,0.047072,0.202909,0.179905,0.044523,0.239691,0.222802,0.034054,0.292548,0.183824,0.054049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1034,8.616667,0.285309,0.663886,0.474710,0.502499,0.040406,0.113511,0.037173,0.000959,0.155675,0.162995,0.047830,0.792769,0.202851,0.179949,0.045739,0.697485,0.240109,0.222779,0.031680,0.379227,0.292559,0.183830,0.053715,0.899354,0.155891,0.162936,0.047029,0.202901,0.179927,0.044549,0.239702,0.222832,0.034046,0.292552,0.183846,0.054087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1035,8.625000,0.285083,0.663999,0.474535,0.502643,0.040413,0.113528,0.037202,0.000967,0.155677,0.163025,0.047849,0.785144,0.202853,0.179980,0.045756,0.713520,0.240112,0.222803,0.031676,0.398156,0.292560,0.183871,0.053747,0.912493,0.155896,0.162964,0.047020,0.202901,0.179960,0.044611,0.239701,0.222859,0.034048,0.292561,0.183883,0.054097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1036,8.633333,0.285670,0.663566,0.475204,0.502249,0.040424,0.113578,0.037131,0.000965,0.155690,0.163055,0.047851,0.785519,0.202865,0.180015,0.045782,0.696412,0.240119,0.222868,0.031783,0.410937,0.292574,0.183891,0.053757,0.884405,0.155906,0.162994,0.047023,0.202913,0.179992,0.044569,0.239721,0.222903,0.034105,0.292554,0.183926,0.054218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1037,8.641667,0.286913,0.663393,0.475755,0.501247,0.040421,0.113665,0.037327,0.000969,0.155721,0.163084,0.047949,0.785519,0.202895,0.180039,0.045831,0.696412,0.240132,0.222921,0.031873,0.410937,0.292621,0.183872,0.053635,0.884405,0.155933,0.163034,0.047146,0.202947,0.180020,0.044630,0.239753,0.222931,0.034226,0.292587,0.183954,0.054232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1038,8.650000,0.285541,0.663401,0.475239,0.502507,0.040498,0.113670,0.037129,0.000964,0.155763,0.163132,0.047921,0.784403,0.202941,0.180086,0.045881,0.713639,0.240210,0.222933,0.031903,0.398948,0.292645,0.183951,0.053914,0.909810,0.155984,0.163082,0.047089,0.202982,0.180054,0.044736,0.239804,0.222984,0.034272,0.292640,0.183974,0.054274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1039,8.658333,0.285654,0.663208,0.475360,0.502582,0.040544,0.113747,0.037063,0.000953,0.155817,0.163180,0.047905,0.784403,0.202999,0.180125,0.045884,0.713639,0.240281,0.222971,0.031934,0.398948,0.292702,0.183968,0.053943,0.909810,0.156036,0.163129,0.047135,0.203041,0.180105,0.044739,0.239887,0.223019,0.034289,0.292695,0.183992,0.054295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1040,8.666667,0.286517,0.663066,0.475635,0.502019,0.040584,0.113892,0.037187,0.000954,0.155891,0.163259,0.047967,0.793507,0.203078,0.180188,0.045915,0.728910,0.240360,0.223041,0.031989,0.419981,0.292793,0.183980,0.053866,0.889549,0.156106,0.163213,0.047170,0.203103,0.180162,0.044831,0.239991,0.223070,0.034280,0.292787,0.184036,0.054304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041,8.675000,0.284884,0.662678,0.475391,0.503689,0.040713,0.113930,0.036777,0.000948,0.155971,0.163338,0.047894,0.793507,0.203163,0.180267,0.045988,0.728910,0.240496,0.223089,0.032103,0.419981,0.292845,0.184089,0.054289,0.889549,0.156186,0.163297,0.047150,0.203184,0.180233,0.044882,0.240104,0.223141,0.034305,0.292869,0.184101,0.054609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1042,8.683333,0.285386,0.662459,0.475614,0.503481,0.040781,0.114070,0.036750,0.000948,0.156062,0.163423,0.047876,0.810498,0.203259,0.180337,0.045970,0.719775,0.240603,0.223161,0.032118,0.445062,0.292946,0.184117,0.054239,0.912269,0.156277,0.163386,0.047150,0.203281,0.180298,0.044850,0.240216,0.223210,0.034304,0.292961,0.184136,0.054590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1043,8.691667,0.285603,0.662370,0.475705,0.503391,0.040868,0.114179,0.036765,0.000945,0.156159,0.163508,0.047893,0.810498,0.203359,0.180415,0.045987,0.719775,0.240707,0.223239,0.032148,0.445062,0.293048,0.184176,0.054241,0.912269,0.156386,0.163469,0.047159,0.203373,0.180384,0.044910,0.240326,0.223285,0.034330,0.293053,0.184200,0.054625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1044,8.700000,0.285667,0.662588,0.475388,0.503366,0.040962,0.114310,0.036954,0.000944,0.156271,0.163615,0.047998,0.820568,0.203475,0.180509,0.046059,0.731153,0.240827,0.223317,0.032178,0.464495,0.293169,0.184252,0.054267,0.898949,0.156499,0.163580,0.047318,0.203490,0.180479,0.044984,0.240454,0.223362,0.034287,0.293157,0.184274,0.054670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1045,8.708333,0.286449,0.662495,0.475444,0.502991,0.041015,0.114542,0.037074,0.000943,0.156369,0.163757,0.048047,0.820568,0.203582,0.180621,0.046075,0.731153,0.240947,0.223420,0.032203,0.464495,0.293288,0.184294,0.054188,0.898949,0.156596,0.163724,0.047331,0.203580,0.180586,0.045073,0.240582,0.223464,0.034288,0.293295,0.184315,0.054546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046,8.716667,0.288711,0.662183,0.476549,0.501060,0.041072,0.114713,0.037430,0.000949,0.156479,0.163845,0.048221,0.767283,0.203688,0.180709,0.046159,0.738659,0.241011,0.223570,0.032366,0.509798,0.293424,0.184320,0.053952,0.842910,0.156700,0.163793,0.047319,0.203674,0.180679,0.045114,0.240667,0.223540,0.034296,0.293392,0.184407,0.054574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047,8.725000,0.286591,0.662453,0.475527,0.502889,0.041189,0.114688,0.037090,0.000952,0.156547,0.163895,0.048058,0.767283,0.203760,0.180759,0.046084,0.738659,0.241124,0.223561,0.032220,0.509798,0.293467,0.184426,0.054182,0.842910,0.156787,0.163835,0.047240,0.203757,0.180764,0.045205,0.240751,0.223598,0.034238,0.293462,0.184443,0.054620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1048,8.733333,0.286809,0.662810,0.475273,0.502533,0.041264,0.114740,0.037266,0.000955,0.156635,0.163950,0.048086,0.783600,0.203846,0.180813,0.046051,0.777098,0.241193,0.223611,0.032132,0.466800,0.293562,0.184482,0.054042,0.911658,0.156864,0.163892,0.047253,0.203838,0.180811,0.045160,0.240818,0.223654,0.034231,0.293584,0.184494,0.054394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049,8.741667,0.287439,0.662622,0.475633,0.502080,0.041321,0.114832,0.037333,0.000960,0.156708,0.164007,0.048137,0.783600,0.203920,0.180866,0.046090,0.777098,0.241263,0.223680,0.032207,0.466800,0.293643,0.184510,0.054014,0.911658,0.156938,0.163943,0.047252,0.203911,0.180863,0.045162,0.240888,0.223712,0.034319,0.293655,0.184529,0.054384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1050,8.750000,0.288711,0.662518,0.476135,0.501011,0.041375,0.114939,0.037550,0.000965,0.156797,0.164061,0.048226,0.757443,0.204008,0.180915,0.046119,0.764171,0.241329,0.223757,0.032267,0.465081,0.293750,0.184517,0.053852,0.882616,0.157029,0.163990,0.047287,0.203993,0.180917,0.045176,0.240962,0.223762,0.034375,0.293743,0.184567,0.054319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1051,8.758333,0.290869,0.661605,0.477751,0.499428,0.041429,0.115074,0.037493,0.000971,0.156888,0.164100,0.048202,0.739466,0.204098,0.180955,0.046089,0.773652,0.241399,0.223871,0.032411,0.507770,0.293859,0.184487,0.053637,0.839082,0.157109,0.164038,0.047185,0.204075,0.180958,0.045184,0.241050,0.223800,0.034348,0.293820,0.184591,0.054271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1052,8.766667,0.287491,0.662678,0.475568,0.502039,0.041575,0.115010,0.037331,0.000962,0.156967,0.164179,0.048108,0.739466,0.204179,0.181035,0.046051,0.773652,0.241522,0.223846,0.032158,0.507770,0.293904,0.184673,0.053957,0.839082,0.157192,0.164115,0.047233,0.204183,0.181033,0.045135,0.241144,0.223883,0.034440,0.293905,0.184688,0.054244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1053,8.775000,0.286830,0.662599,0.475385,0.502693,0.041691,0.115072,0.037249,0.000968,0.157066,0.164257,0.048137,0.766770,0.204281,0.181111,0.046129,0.759829,0.241643,0.223907,0.032240,0.434536,0.293994,0.184762,0.054163,0.892648,0.157302,0.164191,0.047237,0.204289,0.181112,0.045168,0.241259,0.223938,0.034469,0.293989,0.184790,0.054591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1054,8.783333,0.286884,0.662765,0.475000,0.502808,0.041797,0.115244,0.037285,0.000970,0.157199,0.164382,0.048106,0.766770,0.204421,0.181213,0.046074,0.759829,0.241799,0.223981,0.032144,0.434536,0.294138,0.184826,0.054079,0.892648,0.157432,0.164318,0.047213,0.204424,0.181209,0.045120,0.241404,0.224025,0.034480,0.294150,0.184833,0.054365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1055,8.791667,0.287400,0.662775,0.475054,0.502448,0.041930,0.115406,0.037388,0.000970,0.157355,0.164503,0.048138,0.764943,0.204580,0.181322,0.046074,0.761088,0.241958,0.224090,0.032143,0.414896,0.294306,0.184904,0.053997,0.914618,0.157588,0.164441,0.047229,0.204579,0.181309,0.045118,0.241566,0.224129,0.034450,0.294310,0.184921,0.054338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1056,8.800000,0.287889,0.662562,0.475059,0.502444,0.042064,0.115688,0.037331,0.000971,0.157530,0.164690,0.048087,0.764943,0.204767,0.181474,0.046023,0.761088,0.242173,0.224224,0.032113,0.414896,0.294498,0.184982,0.053926,0.914618,0.157760,0.164633,0.047248,0.204778,0.181464,0.044996,0.241779,0.224257,0.034461,0.294495,0.185001,0.054265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1057,8.808333,0.287684,0.662618,0.474610,0.502913,0.042227,0.115948,0.037345,0.000964,0.157716,0.164893,0.048104,0.814470,0.204964,0.181647,0.046045,0.722043,0.242403,0.224359,0.032105,0.427653,0.294693,0.185110,0.053989,0.907401,0.157933,0.164838,0.047397,0.204989,0.181632,0.044933,0.242030,0.224400,0.034364,0.294685,0.185128,0.054359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1058,8.816667,0.287867,0.662556,0.474437,0.503053,0.042428,0.116208,0.037299,0.000962,0.157946,0.165086,0.048052,0.814470,0.205204,0.181813,0.045990,0.722043,0.242667,0.224502,0.032047,0.427653,0.294935,0.185224,0.053932,0.907401,0.158156,0.165034,0.047328,0.205227,0.181796,0.044937,0.242293,0.224548,0.034285,0.294942,0.185229,0.054210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1059,8.825000,0.289320,0.663181,0.473708,0.502081,0.042566,0.116615,0.037860,0.000966,0.158191,0.165329,0.048206,0.788195,0.205464,0.181992,0.045976,0.716468,0.242934,0.224636,0.031913,0.431019,0.295228,0.185276,0.053586,0.915661,0.158385,0.165261,0.047384,0.205475,0.181975,0.044842,0.242565,0.224653,0.034159,0.295246,0.185308,0.053921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1060,8.833333,0.289269,0.663587,0.472996,0.502245,0.042773,0.116875,0.038054,0.000958,0.158431,0.165539,0.048264,0.788195,0.205712,0.182171,0.045984,0.716468,0.243198,0.224773,0.031837,0.431019,0.295483,0.185415,0.053539,0.915661,0.158623,0.165459,0.047370,0.205718,0.182166,0.044905,0.242825,0.224794,0.034109,0.295521,0.185437,0.053817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1061,8.841667,0.289634,0.663278,0.473092,0.502354,0.042959,0.117160,0.037942,0.000951,0.158647,0.165739,0.048206,0.773839,0.205940,0.182341,0.045945,0.758425,0.243457,0.224928,0.031836,0.414909,0.295712,0.185520,0.053518,0.923650,0.158868,0.165662,0.047332,0.205938,0.182348,0.044979,0.243090,0.224957,0.034147,0.295739,0.185551,0.053820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1062,8.850000,0.290194,0.663057,0.472935,0.502469,0.043123,0.117539,0.037968,0.000948,0.158869,0.165981,0.048227,0.773839,0.206180,0.182531,0.045963,0.758425,0.243742,0.225082,0.031866,0.414909,0.295957,0.185604,0.053515,0.923650,0.159102,0.165914,0.047368,0.206170,0.182533,0.045015,0.243376,0.225111,0.034065,0.295956,0.185623,0.053855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1063,8.858333,0.291208,0.662561,0.473308,0.502186,0.043286,0.117879,0.037865,0.000946,0.159087,0.166184,0.048156,0.754391,0.206413,0.182692,0.045898,0.798479,0.244008,0.225236,0.031869,0.459939,0.296197,0.185660,0.053401,0.853157,0.159345,0.166111,0.047211,0.206385,0.182716,0.045093,0.243653,0.225245,0.034000,0.296172,0.185718,0.053985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1064,8.866667,0.289373,0.662817,0.472049,0.504089,0.043505,0.118094,0.037650,0.000950,0.159295,0.166394,0.048086,0.754391,0.206637,0.182868,0.045902,0.798479,0.244299,0.225325,0.031789,0.459939,0.296398,0.185829,0.053684,0.853157,0.159561,0.166309,0.047074,0.206617,0.182894,0.045053,0.243897,0.225367,0.033995,0.296395,0.185841,0.054152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1065,8.875000,0.289010,0.662420,0.472109,0.504764,0.043723,0.118305,0.037390,0.000958,0.159511,0.166570,0.048004,0.737970,0.206862,0.183028,0.045895,0.749683,0.244561,0.225469,0.031832,0.442987,0.296610,0.185963,0.053826,0.834152,0.159778,0.166488,0.046994,0.206856,0.183044,0.044894,0.244160,0.225489,0.034023,0.296588,0.186009,0.054487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1066,8.883333,0.289492,0.662269,0.471815,0.504959,0.043879,0.118650,0.037247,0.000961,0.159728,0.166774,0.047843,0.746608,0.207097,0.183174,0.045726,0.771562,0.244845,0.225572,0.031660,0.422993,0.296851,0.186000,0.053638,0.912624,0.159977,0.166690,0.046864,0.207080,0.183193,0.044812,0.244435,0.225620,0.033931,0.296882,0.185999,0.053986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1067,8.891667,0.289976,0.661942,0.471754,0.505169,0.044017,0.119001,0.037080,0.000966,0.159916,0.166993,0.047717,0.746608,0.207304,0.183343,0.045616,0.771562,0.245100,0.225708,0.031579,0.422993,0.297060,0.186066,0.053540,0.912624,0.160160,0.166920,0.046813,0.207296,0.183349,0.044646,0.244699,0.225756,0.033846,0.297078,0.186073,0.053905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1068,8.900000,0.290339,0.661447,0.471614,0.505739,0.044111,0.119384,0.036711,0.000966,0.160071,0.167205,0.047460,0.795624,0.207484,0.183487,0.045403,0.748389,0.245353,0.225801,0.031411,0.447217,0.297238,0.186078,0.053402,0.903541,0.160299,0.167139,0.046678,0.207495,0.183487,0.044396,0.244973,0.225846,0.033589,0.297234,0.186091,0.053788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1069,8.908333,0.291146,0.660924,0.471601,0.505970,0.044157,0.119785,0.036417,0.000966,0.160193,0.167407,0.047229,0.795624,0.207632,0.183616,0.045194,0.748389,0.245569,0.225886,0.031254,0.447217,0.297389,0.186053,0.053203,0.903541,0.160417,0.167346,0.046494,0.207645,0.183610,0.044149,0.245196,0.225931,0.033440,0.297386,0.186063,0.053550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1070,8.916667,0.291688,0.660338,0.471493,0.506524,0.044177,0.120195,0.036085,0.000968,0.160285,0.167613,0.047015,0.806617,0.207753,0.183743,0.045025,0.727143,0.245772,0.225958,0.031141,0.459750,0.297508,0.186024,0.053103,0.892921,0.160515,0.167554,0.046279,0.207766,0.183733,0.043934,0.245390,0.226002,0.033267,0.297504,0.186037,0.053531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1071,8.925000,0.292557,0.659866,0.471313,0.506805,0.044132,0.120636,0.035852,0.000976,0.160330,0.167828,0.046817,0.806617,0.207828,0.183871,0.044838,0.727143,0.245925,0.226027,0.030990,0.459750,0.297587,0.185976,0.052911,0.892921,0.160554,0.167764,0.046080,0.207846,0.183862,0.043692,0.245545,0.226062,0.033128,0.297577,0.185995,0.053367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1072,8.933333,0.293137,0.659272,0.471185,0.507362,0.044075,0.121037,0.035466,0.000973,0.160347,0.168016,0.046545,0.813139,0.207875,0.183977,0.044611,0.718459,0.246056,0.226074,0.030818,0.458692,0.297632,0.185918,0.052749,0.867701,0.160568,0.167956,0.045833,0.207903,0.183972,0.043485,0.245680,0.226109,0.032950,0.297615,0.185950,0.053277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1073,8.941667,0.293019,0.658913,0.470762,0.508288,0.044026,0.121341,0.035101,0.000976,0.160346,0.168172,0.046307,0.813139,0.207898,0.184066,0.044428,0.718459,0.246157,0.226100,0.030653,0.458692,0.297646,0.185893,0.052695,0.867701,0.160576,0.168107,0.045552,0.207926,0.184068,0.043295,0.245759,0.226146,0.032861,0.297638,0.185903,0.053142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1074,8.950000,0.292663,0.658425,0.470753,0.509133,0.044009,0.121463,0.034568,0.000974,0.160336,0.168226,0.045980,0.812265,0.207902,0.184090,0.044187,0.709670,0.246213,0.226094,0.030469,0.443002,0.297634,0.185865,0.052627,0.895691,0.160556,0.168160,0.045265,0.207939,0.184097,0.043026,0.245816,0.226136,0.032661,0.297632,0.185871,0.053044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
