Format Version,1.23,Take Name,Take 2023-05-20 07.20.13 PM,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2023-05-20 07.20.14.224 오후,Capture Start Frame,1180776,Total Frames in Take,177,Total Exported Frames,177,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,probe,probe,probe,probe,probe,probe,probe,probe,"probe:Marker1","probe:Marker1","probe:Marker1","probe:Marker1","probe:Marker2","probe:Marker2","probe:Marker2","probe:Marker2","probe:Marker3","probe:Marker3","probe:Marker3","probe:Marker3","probe:Marker4","probe:Marker4","probe:Marker4","probe:Marker4",c-arm,c-arm,c-arm,c-arm,c-arm,c-arm,c-arm,c-arm,"c-arm:Marker1","c-arm:Marker1","c-arm:Marker1","c-arm:Marker1","c-arm:Marker2","c-arm:Marker2","c-arm:Marker2","c-arm:Marker2","c-arm:Marker3","c-arm:Marker3","c-arm:Marker3","c-arm:Marker3","c-arm:Marker4","c-arm:Marker4","c-arm:Marker4","c-arm:Marker4","c-arm:Marker5","c-arm:Marker5","c-arm:Marker5","c-arm:Marker5","c-arm:Marker6","c-arm:Marker6","c-arm:Marker6","c-arm:Marker6","c-arm:Marker7","c-arm:Marker7","c-arm:Marker7","c-arm:Marker7","c-arm:Marker8","c-arm:Marker8","c-arm:Marker8","c-arm:Marker8","c-arm:Marker9","c-arm:Marker9","c-arm:Marker9","c-arm:Marker9",test1,test1,test1,test1,test1,test1,test1,test1,"test1:Marker1","test1:Marker1","test1:Marker1","test1:Marker1","test1:Marker2","test1:Marker2","test1:Marker2","test1:Marker2","test1:Marker3","test1:Marker3","test1:Marker3","test1:Marker3","test1:Marker4","test1:Marker4","test1:Marker4","test1:Marker4","test1:Marker5","test1:Marker5","test1:Marker5","test1:Marker5","test1:Marker6","test1:Marker6","test1:Marker6","test1:Marker6","test1:Marker7","test1:Marker7","test1:Marker7","test1:Marker7","test1:Marker8","test1:Marker8","test1:Marker8","test1:Marker8",c-arm:Marker1,c-arm:Marker1,c-arm:Marker1,c-arm:Marker2,c-arm:Marker2,c-arm:Marker2,c-arm:Marker3,c-arm:Marker3,c-arm:Marker3,c-arm:Marker4,c-arm:Marker4,c-arm:Marker4,c-arm:Marker5,c-arm:Marker5,c-arm:Marker5,c-arm:Marker6,c-arm:Marker6,c-arm:Marker6,c-arm:Marker7,c-arm:Marker7,c-arm:Marker7,c-arm:Marker8,c-arm:Marker8,c-arm:Marker8,c-arm:Marker9,c-arm:Marker9,c-arm:Marker9,test1:Marker1,test1:Marker1,test1:Marker1,test1:Marker2,test1:Marker2,test1:Marker2,test1:Marker3,test1:Marker3,test1:Marker3,test1:Marker4,test1:Marker4,test1:Marker4,test1:Marker5,test1:Marker5,test1:Marker5,test1:Marker6,test1:Marker6,test1:Marker6,test1:Marker7,test1:Marker7,test1:Marker7,test1:Marker8,test1:Marker8,test1:Marker8
,ID,"36FC8609F6E211ED1C21E954A500999C","36FC8609F6E211ED1C21E954A500999C","36FC8609F6E211ED1C21E954A500999C","36FC8609F6E211ED1C21E954A500999C","36FC8609F6E211ED1C21E954A500999C","36FC8609F6E211ED1C21E954A500999C","36FC8609F6E211ED1C21E954A500999C","36FC8609F6E211ED1C21E954A500999C","36FC8609F6E211ED1C21E954A500999C","36FC8609F6E211ED1C21E954A500999C","36FC8609F6E211ED1C21E954A500999C","36FC8609F6E211ED1C21E954A500999C","36FC8609F6E211ED1C21E954A500999C","36FC8609F6E211ED1C21E954A500999C","36FC8609F6E211ED1C21E954A500999C","36FC8609F6E211ED1C21E954A500999C","36FC8609F6E211ED1C21E954A500999C","36FC8609F6E211ED1C21E954A500999C","36FC8609F6E211ED1C21E954A500999C","36FC8609F6E211ED1C21E954A500999C","36FC8609F6E211ED1C21E954A500999C","36FC8609F6E211ED1C21E954A500999C","36FC8609F6E211ED1C21E954A500999C","36FC8609F6E211ED1C21E954A500999C","CA3FDF66F6F111ED1C21E954A500999C","CA3FDF66F6F111ED1C21E954A500999C","CA3FDF66F6F111ED1C21E954A500999C","CA3FDF66F6F111ED1C21E954A500999C","CA3FDF66F6F111ED1C21E954A500999C","CA3FDF66F6F111ED1C21E954A500999C","CA3FDF66F6F111ED1C21E954A500999C","CA3FDF66F6F111ED1C21E954A500999C","CA3FDF66F6F111ED1C21E954A500999C","CA3FDF66F6F111ED1C21E954A500999C","CA3FDF66F6F111ED1C21E954A500999C","CA3FDF66F6F111ED1C21E954A500999C","CA3FDF66F6F111ED1C21E954A500999C","CA3FDF66F6F111ED1C21E954A500999C","CA3FDF66F6F111ED1C21E954A500999C","CA3FDF66F6F111ED1C21E954A500999C","CA3FDF66F6F111ED1C21E954A500999C","CA3FDF66F6F111ED1C21E954A500999C","CA3FDF66F6F111ED1C21E954A500999C","CA3FDF66F6F111ED1C21E954A500999C","CA3FDF66F6F111ED1C21E954A500999C","CA3FDF66F6F111ED1C21E954A500999C","CA3FDF66F6F111ED1C21E954A500999C","CA3FDF66F6F111ED1C21E954A500999C","CA3FDF66F6F111ED1C21E954A500999C","CA3FDF66F6F111ED1C21E954A500999C","CA3FDF66F6F111ED1C21E954A500999C","CA3FDF66F6F111ED1C21E954A500999C","CA3FDF66F6F111ED1C21E954A500999C","CA3FDF66F6F111ED1C21E954A500999C","CA3FDF66F6F111ED1C21E954A500999C","CA3FDF66F6F111ED1C21E954A500999C","CA3FDF66F6F111ED1C21E954A500999C","CA3FDF66F6F111ED1C21E954A500999C","CA3FDF66F6F111ED1C21E954A500999C","CA3FDF66F6F111ED1C21E954A500999C","CA3FDF66F6F111ED1C21E954A500999C","CA3FDF66F6F111ED1C21E954A500999C","CA3FDF66F6F111ED1C21E954A500999C","CA3FDF66F6F111ED1C21E954A500999C","CA3FDF66F6F111ED1C21E954A500999C","CA3FDF66F6F111ED1C21E954A500999C","CA3FDF66F6F111ED1C21E954A500999C","CA3FDF66F6F111ED1C21E954A500999C","775DCA43F6F211ED1C21E954A500999C","775DCA43F6F211ED1C21E954A500999C","775DCA43F6F211ED1C21E954A500999C","775DCA43F6F211ED1C21E954A500999C","775DCA43F6F211ED1C21E954A500999C","775DCA43F6F211ED1C21E954A500999C","775DCA43F6F211ED1C21E954A500999C","775DCA43F6F211ED1C21E954A500999C","775DCA43F6F211ED1C21E954A500999C","775DCA43F6F211ED1C21E954A500999C","775DCA43F6F211ED1C21E954A500999C","775DCA43F6F211ED1C21E954A500999C","775DCA43F6F211ED1C21E954A500999C","775DCA43F6F211ED1C21E954A500999C","775DCA43F6F211ED1C21E954A500999C","775DCA43F6F211ED1C21E954A500999C","775DCA43F6F211ED1C21E954A500999C","775DCA43F6F211ED1C21E954A500999C","775DCA43F6F211ED1C21E954A500999C","775DCA43F6F211ED1C21E954A500999C","775DCA43F6F211ED1C21E954A500999C","775DCA43F6F211ED1C21E954A500999C","775DCA43F6F211ED1C21E954A500999C","775DCA43F6F211ED1C21E954A500999C","775DCA43F6F211ED1C21E954A500999C","775DCA43F6F211ED1C21E954A500999C","775DCA43F6F211ED1C21E954A500999C","775DCA43F6F211ED1C21E954A500999C","775DCA43F6F211ED1C21E954A500999C","775DCA43F6F211ED1C21E954A500999C","775DCA43F6F211ED1C21E954A500999C","775DCA43F6F211ED1C21E954A500999C","775DCA43F6F211ED1C21E954A500999C","775DCA43F6F211ED1C21E954A500999C","775DCA43F6F211ED1C21E954A500999C","775DCA43F6F211ED1C21E954A500999C","775DCA43F6F211ED1C21E954A500999C","775DCA43F6F211ED1C21E954A500999C","775DCA43F6F211ED1C21E954A500999C","775DCA43F6F211ED1C21E954A500999C","D22C0","D22C0","D22C0","D2300","D2300","D2300","D22D0","D22D0","D22D0","D24D0","D24D0","D24D0","D2330","D2330","D2330","D2320","D2320","D2320","D2310","D2310","D2310","D22E0","D22E0","D22E0","D22F0","D22F0","D22F0","D2670","D2670","D2670","D2660","D2660","D2660","D2640","D2640","D2640","D25C0","D25C0","D25C0","D2610","D2610","D2610","D25E0","D25E0","D25E0","D2730","D2730","D2730","D2650","D2650","D2650"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Mean Marker Error,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Mean Marker Error,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Mean Marker Error,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,W,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,W,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,0.032749,-0.072541,0.189341,-0.978680,-0.108805,0.504777,0.283036,0.000994,-0.064274,0.558866,0.414371,0.846641,-0.107691,0.539222,0.149571,0.821684,-0.085794,0.556524,0.238048,0.787760,-0.081561,0.511940,0.448775,0.953236,-0.158820,0.439837,0.198154,0.881034,-0.147607,0.446607,0.265220,0.943349,-0.140588,0.478015,0.169418,0.841084,-0.092068,0.520000,0.282902,0.852068,-0.100996,0.492065,0.380887,0.964585,-0.332875,-0.597432,0.063541,-0.726795,-0.372907,0.310144,0.429451,0.001271,-0.407609,0.331587,0.423908,0.984909,-0.371887,0.301934,0.403765,0.856926,-0.429579,0.334905,0.378861,0.935496,-0.371588,0.319216,0.466902,0.936667,-0.339451,0.288158,0.431517,0.836632,-0.407543,0.348183,0.487019,0.823465,-0.316644,0.285736,0.475547,0.731479,-0.338941,0.271424,0.368134,0.811779,-0.063736,0.558573,0.414384,-0.108185,0.538924,0.149990,-0.085003,0.556348,0.237796,-0.081615,0.512043,0.448922,-0.159278,0.439805,0.198030,-0.147819,0.446543,0.265168,-0.141203,0.478158,0.169337,-0.091943,0.520554,0.282738,-0.101135,0.492044,0.380905,-0.407628,0.331602,0.423964,-0.372212,0.302331,0.403510,-0.429381,0.334741,0.378843,-0.371834,0.319177,0.466852,-0.340086,0.288089,0.431381,-0.406840,0.348136,0.486973,-0.317276,0.285697,0.476415,-0.339656,0.271195,0.368077
1,0.008333,,,,,,,,,,,,,,,,,,,,,,,,,0.032759,-0.072560,0.189384,-0.978670,-0.108805,0.504780,0.283039,0.000995,-0.064264,0.558868,0.414371,0.846641,-0.107693,0.539223,0.149574,0.821684,-0.085791,0.556524,0.238049,0.787760,-0.081553,0.511945,0.448777,0.953236,-0.158828,0.439844,0.198160,0.881034,-0.147613,0.446613,0.265226,0.943349,-0.140595,0.478019,0.169423,0.841084,-0.092066,0.520002,0.282904,0.852068,-0.100993,0.492070,0.380890,0.964585,-0.332948,-0.597398,0.063569,-0.726788,-0.372877,0.310145,0.429449,0.001267,-0.407575,0.331594,0.423907,0.984909,-0.371857,0.301937,0.403762,0.856926,-0.429543,0.334919,0.378858,0.935496,-0.371558,0.319215,0.466900,0.936667,-0.339423,0.288154,0.431514,0.836632,-0.407508,0.348185,0.487019,0.823465,-0.316619,0.285726,0.475545,0.731479,-0.338914,0.271425,0.368130,0.811779,-0.063732,0.558577,0.414385,-0.108203,0.538933,0.149995,-0.084967,0.556340,0.237793,-0.081540,0.512040,0.448898,-0.159272,0.439812,0.198037,-0.147789,0.446545,0.265169,-0.141164,0.478155,0.169338,-0.091986,0.520553,0.282746,-0.101108,0.492048,0.380899,-0.407659,0.331615,0.423970,-0.372155,0.302325,0.403499,-0.429329,0.334758,0.378836,-0.371844,0.319171,0.466852,-0.339987,0.288092,0.431359,-0.406832,0.348135,0.486982,-0.317217,0.285694,0.476405,-0.339636,0.271191,0.368075
2,0.016667,,,,,,,,,,,,,,,,,,,,,,,,,0.032758,-0.072499,0.189375,-0.978677,-0.108807,0.504780,0.283040,0.000994,-0.064283,0.558872,0.414376,0.846554,-0.107679,0.539220,0.149574,0.819334,-0.085789,0.556524,0.238052,0.784073,-0.081575,0.511948,0.448781,0.953067,-0.158819,0.439840,0.198156,0.878179,-0.147611,0.446612,0.265223,0.955315,-0.140583,0.478016,0.169420,0.845453,-0.092068,0.520002,0.282907,0.850986,-0.101007,0.492072,0.380892,0.966888,-0.332889,-0.597443,0.063533,-0.726780,-0.372884,0.310142,0.429451,0.001268,-0.407585,0.331585,0.423909,0.986883,-0.371864,0.301934,0.403764,0.857218,-0.429557,0.334905,0.378862,0.931298,-0.371564,0.319213,0.466901,0.936567,-0.339427,0.288156,0.431514,0.849853,-0.407517,0.348178,0.487021,0.835822,-0.316620,0.285732,0.475544,0.723841,-0.338919,0.271425,0.368131,0.813650,-0.063746,0.558575,0.414389,-0.108187,0.538928,0.149996,-0.084985,0.556339,0.237795,-0.081629,0.512058,0.448923,-0.159289,0.439810,0.198034,-0.147765,0.446543,0.265162,-0.141179,0.478156,0.169339,-0.091934,0.520558,0.282739,-0.101135,0.492043,0.380910,-0.407594,0.331597,0.423960,-0.372187,0.302326,0.403504,-0.429332,0.334749,0.378839,-0.371807,0.319175,0.466841,-0.340006,0.288094,0.431366,-0.406864,0.348127,0.486988,-0.317292,0.285698,0.476420,-0.339623,0.271186,0.368072
3,0.025000,,,,,,,,,,,,,,,,,,,,,,,,,0.032767,-0.072551,0.189407,-0.978666,-0.108794,0.504774,0.283038,0.000996,-0.064253,0.558863,0.414369,0.847464,-0.107678,0.539214,0.149571,0.815493,-0.085777,0.556516,0.238047,0.785509,-0.081545,0.511941,0.448776,0.953447,-0.158819,0.439837,0.198159,0.883833,-0.147604,0.446608,0.265225,0.952875,-0.140583,0.478012,0.169421,0.853472,-0.092054,0.519995,0.282902,0.852545,-0.100985,0.492065,0.380889,0.956937,-0.332945,-0.597396,0.063572,-0.726790,-0.372886,0.310142,0.429450,0.001271,-0.407584,0.331591,0.423907,0.982416,-0.371866,0.301934,0.403763,0.859780,-0.429552,0.334915,0.378859,0.930518,-0.371567,0.319212,0.466901,0.940313,-0.339433,0.288151,0.431515,0.842914,-0.407518,0.348183,0.487019,0.823669,-0.316628,0.285723,0.475546,0.728269,-0.338923,0.271421,0.368131,0.809260,-0.063717,0.558571,0.414379,-0.108213,0.538922,0.149987,-0.084976,0.556337,0.237797,-0.081598,0.512040,0.448924,-0.159266,0.439804,0.198037,-0.147773,0.446546,0.265169,-0.141147,0.478149,0.169336,-0.091951,0.520552,0.282741,-0.101154,0.492044,0.380914,-0.407621,0.331606,0.423965,-0.372184,0.302319,0.403507,-0.429326,0.334755,0.378838,-0.371794,0.319168,0.466840,-0.340042,0.288090,0.431373,-0.406815,0.348137,0.486975,-0.317279,0.285685,0.476416,-0.339649,0.271192,0.368081
4,0.033333,,,,,,,,,,,,,,,,,,,,,,,,,0.032750,-0.072576,0.189382,-0.978670,-0.108797,0.504773,0.283038,0.000995,-0.064253,0.558857,0.414370,0.847464,-0.107689,0.539219,0.149573,0.815493,-0.085785,0.556518,0.238048,0.785509,-0.081541,0.511933,0.448775,0.953447,-0.158823,0.439838,0.198159,0.883833,-0.147606,0.446606,0.265224,0.952875,-0.140591,0.478014,0.169422,0.853472,-0.092059,0.519994,0.282903,0.852545,-0.100983,0.492060,0.380888,0.956937,-0.332890,-0.597431,0.063528,-0.726791,-0.372877,0.310139,0.429447,0.001270,-0.407579,0.331583,0.423905,0.982416,-0.371857,0.301931,0.403761,0.859780,-0.429549,0.334903,0.378857,0.930518,-0.371559,0.319210,0.466898,0.940313,-0.339421,0.288153,0.431512,0.842914,-0.407513,0.348176,0.487017,0.823669,-0.316615,0.285730,0.475543,0.728269,-0.338911,0.271422,0.368129,0.809260,-0.063729,0.558565,0.414380,-0.108180,0.538920,0.149987,-0.085017,0.556347,0.237803,-0.081529,0.512025,0.448896,-0.159286,0.439812,0.198041,-0.147761,0.446534,0.265164,-0.141181,0.478154,0.169337,-0.091958,0.520549,0.282748,-0.101126,0.492043,0.380911,-0.407639,0.331599,0.423965,-0.372137,0.302325,0.403486,-0.429398,0.334747,0.378855,-0.371822,0.319161,0.466850,-0.339990,0.288095,0.431368,-0.406770,0.348126,0.486963,-0.317298,0.285697,0.476427,-0.339642,0.271182,0.368074
5,0.041667,,,,,,,,,,,,,,,,,,,,,,,,,0.032761,-0.072601,0.189389,-0.978666,-0.108792,0.504776,0.283037,0.000994,-0.064240,0.558862,0.414366,0.850050,-0.107691,0.539220,0.149571,0.822855,-0.085781,0.556520,0.238045,0.793972,-0.081527,0.511938,0.448773,0.961913,-0.158824,0.439840,0.198161,0.880315,-0.147603,0.446609,0.265226,0.954592,-0.140592,0.478016,0.169423,0.846970,-0.092053,0.519997,0.282900,0.853804,-0.100973,0.492064,0.380887,0.963739,-0.332961,-0.597376,0.063565,-0.726800,-0.372902,0.310140,0.429451,0.001269,-0.407599,0.331591,0.423907,0.978451,-0.371881,0.301933,0.403764,0.861058,-0.429565,0.334916,0.378858,0.945635,-0.371584,0.319209,0.466902,0.931859,-0.339449,0.288148,0.431517,0.852388,-0.407535,0.348181,0.487020,0.813400,-0.316647,0.285719,0.475550,0.720515,-0.338937,0.271420,0.368133,0.807176,-0.063698,0.558564,0.414387,-0.108207,0.538917,0.149990,-0.084985,0.556345,0.237803,-0.081577,0.512037,0.448917,-0.159295,0.439807,0.198045,-0.147762,0.446545,0.265166,-0.141181,0.478153,0.169334,-0.091966,0.520566,0.282723,-0.101147,0.492050,0.380915,-0.407678,0.331595,0.423972,-0.372155,0.302326,0.403497,-0.429366,0.334762,0.378845,-0.371792,0.319170,0.466837,-0.340035,0.288082,0.431374,-0.406839,0.348135,0.486977,-0.317315,0.285684,0.476426,-0.339674,0.271188,0.368082
